,Name,Price,Producer,MPN,EAN,UPC,Socket,Chipset,Unlocked,Form Factor,Memory Type,Memory Capacity,RAM Slots,SATA,VGA,DVI,Display Port,HDMI,WiFi,Integrated Graphics,Product Page
777,Asus ROG STRIX Z270G GAMING,$189.08 USD,Asus,ROG STRIX Z270G GAMING,889349587188,889349587188.0,1151,Z270,True,ATX,DDR4,64 GB,4,6,,,1.0,1.0,False,False,https://www.amazon.ca/ROG-STRIX-Z270G-GAMING-Motherboard/dp/B01MTXYAB8?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01MTXYAB8
778,Asus ROG STRIX Z270H GAMING,$165.52 USD,Asus,ROG STRIX Z270H GAMING,889349587065,889349587065.0,1151,Z270,True,ATX,DDR4,64 GB,4,6,,1.0,,1.0,False,False,https://www.amazon.ca/ROG-STRIX-Z270H-GAMING-Motherboard/dp/B01MRUR9LE?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01MRUR9LE
781,Asus ROG STRIX Z370-F GAMING,$176.8 USD,Asus,ROG STRIX Z370-F GAMING,889349854907,889349854907.0,1151,Z370,True,ATX,DDR4,64 GB,4,6,,1.0,1.0,1.0,False,False,https://www.amazon.ca/Strix-Z370-F-Gaming-Motherboard-Generation/dp/B075RHWLF2?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B075RHWLF2
783,Asus ROG STRIX Z370-G GAMING (WI-FI AC),$180.15 USD,Asus,ROG STRIX Z370-G GAMING (WI-FI AC),889349877319,889349877319.0,1151,Z370,True,ATX,DDR4,64 GB,4,6,,,1.0,1.0,False,False,https://www.amazon.ca/Strix-Z370-G-Gaming-Wi-Fi-Motherboard/dp/B075RHWCBT?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B075RHWCBT
786,Asus ROG STRIX Z370-H GAMING,$158.96 USD,Asus,ROG STRIX Z370-H GAMING,889349811221,889349811221.0,1151,Z370,True,ATX,DDR4,64 GB,4,6,,1.0,,1.0,False,False,https://www.amazon.ca/Strix-Z370-H-Gaming-Motherboard-Generation/dp/B075RJHLBC?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B075RJHLBC
788,Asus ROG STRIX Z370-I GAMING,$191.13 USD,Asus,ROG STRIX Z370-I GAMING,889349854662,889349854662.0,1151,Z370,True,Mini-ITX,DDR4,32 GB,2,4,,,1.0,1.0,False,False,https://www.amazon.ca/Strix-Z370-I-Gaming-Motherboard-Generation/dp/B075RJ16BQ?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B075RJ16BQ
789,ASUS ROG Strix Z390-E Gaming,$253.87 USD,ASUS,90MB0YF0-M0EAY1,4718017122832,192876122839.0,1151,Z390,False,ATX,DDR4, GB,4,4,0,0.0,1.0,1.0,False,False,https://www.amazon.ca/dp/B07HCPLQ2H?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
790,ASUS ROG Strix Z390-F Gaming,$215.73 USD,ASUS,90MB0YG0-M0EAY0,4718017051767,,1151,Z390,False,ATX,DDR4, GB,4,4,0,0.0,1.0,1.0,False,False,https://www.amazon.ca/dp/B07J53J483?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
791,ASUS ROG Strix Z390-H Gaming,$195.81 USD,ASUS,90MB0YU0-M0EAY0,4718017122429,192876122426.0,1151,Z390,False,ATX,DDR4, GB,4,4,0,0.0,1.0,1.0,False,False,https://www.amazon.ca/dp/B07HM3FMRB?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
792,ASUS ROG Strix Z390-I Gaming,$232.29 USD,ASUS,90MB0YB0-M0EAY0,4718017052412,192876052419.0,1151,Z390,False,ATX,DDR4, GB,4,4,0,0.0,1.0,1.0,False,False,https://www.amazon.ca/dp/B07HM57LVH?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
795,ASUS ROG Strix Z490-F Gaming,$338.91 USD,ASUS,90MB12Q0-M0EAY0,4718017674300,,1200,Z490,True,ATX,DDR4,128 GB,4,6,0,0.0,0.0,0.0,False,False,https://www.amazon.ca/dp/B08829644W?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
797,ASUS ROG Strix Z490-H Gaming,$229.78 USD,ASUS,90MB12S0-M0EAY0,4718017674287,,1200,Z490,True,ATX,DDR4,128 GB,4,6,0,0.0,0.0,0.0,False,False,https://www.amazon.ca/dp/B087YYJKF3?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
829,Asus TUF B350M-PLUS GAMING,$105.59 USD,Asus,TUF B350M-PLUS GAMING,889349741825,889349741825.0,AM4,B350,True,ATX,DDR4,64 GB,4,6,1,1.0,,1.0,False,False,https://www.amazon.ca/MicroATX-Motherboard-TUF-B350M-PLUS-Gaming/dp/B075KCB65S?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B075KCB65S
834,Asus TUF B360-PRO GAMING (WI-FI),$133.51 USD,Asus,TUF B360-PRO GAMING (WI-FI),889349974858,889349974858.0,1151,B360,False,ATX,DDR4,64 GB,4,6,1,,,1.0,False,False,https://www.amazon.ca/TUF-B360-Pro-Motherboard-B360-PRO-WI-FI/dp/B07BP9QHF4?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07BP9QHF4
836,Asus TUF B360M-E GAMING,$87.04 USD,Asus,TUF B360M-E GAMING,889349989951,,1151,B360,False,ATX,DDR4,32 GB,2,6,,1.0,,1.0,False,False,https://www.amazon.ca/TUF-B360M-Gaming-LGA1151-Motherboard/dp/B07BSFGVFR?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07BSFGVFR
838,Asus TUF B360M-PLUS GAMING,$93.57 USD,Asus,TUF B360M-PLUS GAMING,889349992500,889349992500.0,1151,B360,False,ATX,DDR4,64 GB,4,6,,1.0,,1.0,False,False,https://www.amazon.ca/TUF-B360M-PLUS-Gaming-LGA1151-Motherboard/dp/B07BVZXYNR?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07BVZXYNR
839,Asus TUF B450-PLUS GAMING,$107.35 USD,Asus,TUF B450-PLUS GAMING,192876020425,192876075944.0,AM4,B450,True,ATX,DDR4,64 GB,4,6,,1.0,,1.0,False,False,https://www.amazon.ca/dp/B07FMVJT1H?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
843,"ASUS TUF B450M-Plus Gaming, AMD B450",$86.31 USD,ASUS,90MB0YQ0-M0EAY0,4718017020428,192876020425.0,AM4,B450,True,Micro-ATX,DDR4,64 GB,4,6,0,0.0,0.0,1.0,False,False,https://www.amazon.ca/dp/B07FKV3TVF?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
868,"ASUS TUF Gaming X570-Plus (WI-FI), AMD X570",$536.05 USD,ASUS,90MB1170-M0EAY0,4718017388498,192876388495.0,AM4,X570,True,ATX,DDR4,128 GB,4,8,0,0.0,1.0,1.0,False,False,https://www.amazon.ca/dp/B08QYG8Q2B?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
878,Asus TUF H310-PLUS GAMING,$87.54 USD,Asus,TUF H310-PLUS GAMING,889349993354,889349993354.0,1151,H310,False,ATX,DDR4,32 GB,2,4,1,,,1.0,False,False,https://www.amazon.ca/TUF-H310-PLUS-Gaming-LGA1151-Motherboard/dp/B07BVZN3NR?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07BVZN3NR
888,Asus TUF X299 MARK 2,$255.88 USD,Asus,TUF X299 MARK 2,889349775172,889349775172.0,2066,X299,True,ATX,DDR4,128 GB,8,6,,,,,False,False,https://www.amazon.ca/TUF-X299-Mark-Motherboard-Processors/dp/B071ZQ75BP?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B071ZQ75BP
890,Asus TUF X470-PLUS GAMING,$152.89 USD,Asus,TUF X470-PLUS GAMING,889349951668,889349951668.0,AM4,X470,True,ATX,DDR4,64 GB,4,6,,1.0,,1.0,False,False,https://www.amazon.ca/dp/B07C5YR3KS?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
891,Asus TUF Z270 MARK 1,$183.88 USD,Asus,TUF Z270 MARK 1,889349574034,889349574034.0,1151,Z270,True,ATX,DDR4,64 GB,4,6,,,1.0,1.0,False,False,https://www.amazon.ca/ASUS-TUF-Z270-LGA1151-Motherboard/dp/B01N5CPK4E?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01N5CPK4E
892,Asus TUF Z270 MARK 2,$172.98 USD,Asus,TUF Z270 MARK 2,889349592052,889349592052.0,1151,Z270,True,ATX,DDR4,64 GB,4,6,,1.0,,1.0,False,False,https://www.amazon.ca/dp/B01MQTDBOO?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
893,Asus TUF Z370-PLUS GAMING,$130.56 USD,Asus,TUF Z370-PLUS GAMING,889349848968,889349848968.0,1151,Z370,True,ATX,DDR4,64 GB,4,6,,1.0,,1.0,False,False,https://www.amazon.ca/TUF-Gaming-Z370-Motherboard-Generation/dp/B075RJ8WN2?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B075RJ8WN2
894,ASUS TUF Z370-PLUS Gaming,$349.51 USD,ASUS,90MB0VF0-M0EAY0,4712900848960,,1151,Z370,True,ATX,DDR4,64 GB,4,6,0,0.0,0.0,0.0,False,False,https://www.amazon.ca/Xerox-Versalink-106R03944-Capacity-Cartridge/dp/B076JVKD6J?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B076JVKD6J
895,Asus TUF Z370-PRO GAMING,$145.13 USD,Asus,TUF Z370-PRO GAMING,889349857274,889349857274.0,1151,Z370,True,ATX,DDR4,64 GB,4,6,,1.0,,1.0,False,False,https://www.amazon.ca/TUF-Z370-Pro-Gaming-Motherboard/dp/B075RJP22C?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B075RJP22C
899,ASUS TUF Z390-PRO Gaming,$177.6 USD,ASUS,90MB0YA0-M0EAY0,4718017125550,192876125557.0,1151,Z390,False,ATX,DDR4, GB,4,4,0,0.0,0.0,1.0,False,False,https://www.amazon.ca/dp/B07HM6ZC9D?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
908,ASUS WS X299 SAGE/10G,$677.79 USD,ASUS,90SW00H0-M0EAY0,4712900952001,889349952009.0,2066,X299,True,CEB,DDR4,128 GB,8,8,0,0.0,0.0,0.0,False,False,https://www.amazon.ca/dp/B07GKZ5NRB?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
912,Asus X99-DELUXE II,$290.14 USD,Asus,X99-DELUXE II,889349397794,889349397794.0,2011-v3,X99,False,ATX,DDR4,128 GB,8,8,,,,,False,False,https://www.amazon.ca/LGA2011-v3-Optimization-Motherboard-X99-DELUXE-II/dp/B01F8558Z8?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01F8558Z8
914,Asus X99-E,$255.56 USD,Asus,X99-E,889349409015,889349409015.0,2011-v3,X99,False,ATX,DDR4,128 GB,8,8,,,,,False,False,https://www.amazon.ca/LGA2011-v3-5-Way-Optimization-SafeSlot-Motherboard/dp/B01FM8HRXM?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01FM8HRXM
915,ASUS X99-E WS 2xGL/SATA600/eSATA/SATAe/M.2 SSI Workstation,$474.8 USD,Asus,90SB04Q0-M0EAY0,4716659869108,,2011-3,X99 Express,False,SSI,DDR4, GB,8,,,,,,False,False,https://www.amazon.ca/dp/B00MSOMIL0?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
916,ASUS X99-E WS USB 3.1,$518.63 USD,ASUS,90SB05D0-M0EAY0,4712900074536,,2011-V3,X99,False,"XL-ATX, CEB",DDR4,128 GB,8,12,0,0.0,0.0,0.0,False,False,https://www.amazon.ca/2011-3-Motherboards-WS-USB-3-1/dp/B00XUDLXJG?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00XUDLXJG
918,Asus X99-E-10G WS,$728.69 USD,Asus,X99-E-10G WS,889349405383,889349405383.0,2011-v3,X99,False,,DDR4,128 GB,8,0,,,,,False,False,https://www.amazon.ca/ASUS-LGA2011-v3-4-Way-Motherboard-WS/dp/B01LEXRW48?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01LEXRW48
922,Asus Z10PE-D16 WS,$460.32 USD,Asus,Z10PE-D16 WS,886227921690,886227921690.0,2011-3,C612 PCH,False,,DDR4,1024 GB,6,0,,,,,False,False,https://www.amazon.ca/Z10PE-D16-WS-LGA2011-v3-CrossFireX-Motherboard/dp/B00QC5DZEU?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00QC5DZEU
924,Asus Z10PE-D8 WS,$564.85 USD,Asus,Z10PE-D8 WS,886227827060,886227827060.0,2011-v3,C612 PCH,False,,DDR4,512 GB,8,8,,,,,False,False,https://www.amazon.ca/Z10PE-D8-WS-Memoria-Socket-Z10PE-D8-WS/dp/B00O1AXIHM?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00O1AXIHM
928,ASUS Z170-A,$152.56 USD,ASUS,90MB0LS0-M0EAY0,4712900113839,,1151,Z170,True,ATX,DDR4,64 GB,4,6,0,0.0,0.0,0.0,False,False,https://www.amazon.ca/ASUS-Z170-A-ATX-DDR4-Motherboards/dp/B012NH05UW?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B012NH05UW
933,Asus Z170-K,$128.42 USD,Asus,Z170-K,809395310493,809395310493.0,1151,Z170,True,ATX,DDR4,64 GB,4,4,1,1.0,,1.0,False,False,https://www.amazon.ca/ASUS-Z170-A-ATX-DDR4%C3%82-Placas-Base/dp/B012NH08B8?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B012NH08B8
956,EVGA X299 Dark,$456.98 USD,EVGA,151-SX-E299-KR,4250812421418,,2066,X299,True,ATX,DDR4,64 GB,4,8,MPN,0.0,0.0,0.0,False,False,https://www.amazon.ca/EVGA-X299-Intel-Motherboard-151-SX-E299-KR/dp/B079WCBP18?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B079WCBP18
957,EVGA X299 FTW-K,$171.51 USD,EVGA,142-SX-E297-KR,4250812421401,843368049492.0,2066,X299,True,E-ATX,DDR4,128 GB,8,8,MPN,0.0,0.0,0.0,False,False,https://www.amazon.ca/dp/B078TR5CMG?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
958,EVGA X299 Micro,$269.26 USD,EVGA,131-SX-E295-KR,4250812421395,843368049485.0,2066,X299,True,Micro-ATX,DDR4,64 GB,4,6,MPN,0.0,0.0,0.0,False,False,https://www.amazon.ca/dp/B075Y2W2KN?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
969,EVGA Z370 Classified K,$222.86 USD,EVGA,134-KS-E379-KR,4250812422576,,1151,Z370,True,ATX,DDR4,64 GB,4,4,MPN,0.0,0.0,0.0,False,False,https://www.amazon.ca/EVGA-134-KS-E379-KR-Classified-Intel-Motherboard/dp/B07944JJKH?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07944JJKH
970,EVGA Z370 FTW,$189.83 USD,EVGA,134-KS-E377-KR,4250812421623,,1151,Z370,True,ATX,DDR4,64 GB,4,6,MPN,0.0,0.0,0.0,False,False,https://www.amazon.ca/EVGA-Z370-Intel-Motherboard-134-KS-E377-KR/dp/B076PJC11Y?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B076PJC11Y
971,EVGA Z370 Micro ATX,$139.58 USD,EVGA,121-KS-E375-KR,4250812421708,,1151,Z370,True,Micro-ATX,DDR4,32 GB,2,6,MPN,0.0,0.0,0.0,False,False,https://www.amazon.ca/EVGA-Micro-Intel-Motherboard-121-KS-E375-KR/dp/B077P42J3N?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B077P42J3N
973,Gigabyte 970A-DS3P,$74.63 USD,Gigabyte,GA-970A-DS3P,4719331814229,818313017260.0,AM3+,970,False,ATX,DDR3,32 GB,4,6,0,0.0,0.0,0.0,False,False,https://www.amazon.ca/Gigabyte-SATA-6Gbps-Motherboards-GA-970A-DS3P/dp/B00CX4MUCC?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00CX4MUCC
974,Gigabyte 970A-DS3P FX,$74.63 USD,Gigabyte,GA-970A-DS3P FX,4719331802233,818313017260.0,AM3+,990FX,False,ATX,DDR3,32 GB,4,6,0,0.0,0.0,0.0,False,False,https://www.amazon.ca/Gigabyte-SATA-6Gbps-Motherboards-GA-970A-DS3P/dp/B00CX4MUCC?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00CX4MUCC
978,Gigabyte A320M-S2H,$65.28 USD,Gigabyte,GA-A320M-S2H,4719331802530,889523011904.0,AM4,A320,False,Micro-ATX,DDR4,32 GB,2,4,0,0.0,0.0,0.0,False,False,https://www.amazon.ca/dp/B079NYQQJJ?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
980,Gigabyte A520I AC,$71.72 USD,Gigabyte,A520I AC,4719331809867,889523023785.0,AM4,A520,False,Mini-ITX,DDR4,64 GB,2,4,0,0.0,1.0,2.0,True,False,https://www.amazon.ca/dp/B08F7BHDLY?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
984,"Gigabyte AB350-Gaming 3, AMD B350",$154.58 USD,Gigabyte,GA-AB350-Gaming 3,4719331801281,889523009093.0,AM4,B350,True,ATX,DDR4,64 GB,4,6,0,0.0,0.0,0.0,False,False,https://www.amazon.ca/dp/B06VWHXK94?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
985,"Gigabyte AB350-Gaming, AMD B350",$115.65 USD,Gigabyte,GA-AB350-Gaming,4719331801366,889523009215.0,AM4,B350,True,ATX,DDR4,64 GB,4,6,0,0.0,0.0,0.0,False,False,https://www.amazon.ca/GIGABYTE-GA-AB350-Gaming-RYZEN-SMART-Motherboard/dp/B06XDNB3G4?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B06XDNB3G4
986,"Gigabyte AB350M Gaming 3, AMD B350-",$97.98 USD,Gigabyte,GA-AB350M-Gaming 3,4719331801373,889523009253.0,AM4,B350,True,Micro-ATX,DDR4,64 GB,4,6,0,0.0,0.0,0.0,False,False,https://www.amazon.ca/GIGABYTE-GA-AB350M-Gaming-Ryzen-SMART-Motherboard/dp/B06XF49QNM?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B06XF49QNM
989,Gigabyte Aorus X299 Ultra Gaming Pro,$293.77 USD,Gigabyte,X299 AORUS ULTRA GAMING PRO,4719331801984,889523011065.0,2066,X299,True,ATX,DDR4,128 GB,8,6,0,0.0,0.0,0.0,False,False,https://www.amazon.ca/X299-AORUS-Ultra-Gaming-Pro/dp/B078JF6GJX?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B078JF6GJX
992,Gigabyte Aorus X299-Gaming 7,$413.46 USD,Gigabyte,X299 AORUS Gaming 7,4719331801748,889523010365.0,2066,X299,True,ATX,DDR4,128 GB,8,8,0,0.0,0.0,0.0,False,False,https://www.amazon.ca/GIGABYTE-X299-AORUS-Gaming-Motherboard/dp/B071S9M6KP?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B071S9M6KP
994,Gigabyte Aorus X299-Gaming 9,$413.46 USD,Gigabyte,X299 AORUS Gaming 9,4719331801670,889523010365.0,2066,X299,True,ATX,DDR4,128 GB,8,8,0,0.0,0.0,0.0,False,False,https://www.amazon.ca/GIGABYTE-X299-AORUS-Gaming-Motherboard/dp/B071S9M6KP?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B071S9M6KP
995,Gigabyte Aorus X299-Ultra Gaming,$401.5 USD,Gigabyte,X299 AORUS Ultra Gaming,4719331801762,889523011065.0,2066,X299,True,ATX,DDR4,128 GB,8,8,0,0.0,0.0,0.0,False,False,https://www.amazon.ca/GIGABYTE-X299-AORUS-Ultra-Gaming/dp/B073FJM1HS?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B073FJM1HS
998,Gigabyte Aorus Z270X-Gaming K5,$202.36 USD,Gigabyte,GA-Z270X-Gaming K5,4719331846398,,1151,Z270,True,ATX,DDR4,64 GB,4,6,0,0.0,0.0,0.0,False,False,https://www.amazon.ca/Gigabyte-Motherboard-LGA1151-GA-Z270X-Gaming-K5/dp/B01N1PNCX3?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01N1PNCX3
999,"Gigabyte AX370-Gaming 3, AMD X370",$107.19 USD,Gigabyte,AX370-GAMING 3,4719331802745,889523012369.0,AM4,X370,True,ATX,DDR4,64 GB,4,6,0,0.0,0.0,1.0,False,False,https://www.amazon.ca/Gigabyte-Ryzen-Fusion-Motherboards-GA-AX370-Gaming/dp/B079JYKLSJ?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B079JYKLSJ
1000,"Gigabyte AX370-Gaming 5, AMD X370",$160.76 USD,Gigabyte,GA-AX370-Gaming 5,4719331801267,889523009116.0,AM4,X370,True,ATX,DDR4,64 GB,4,4,0,0.0,0.0,0.0,False,False,https://www.amazon.ca/GIGABYTE-GA-AX370-Gaming-FUSION-Type-C-Motherboard/dp/B06WLMWYMF?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B06WLMWYMF
1001,"Gigabyte AX370-Gaming K3, AMD X370",$111.08 USD,Gigabyte,GA-AX370-Gaming K3,4719331801359,889523009413.0,AM4,X370,True,ATX,DDR4,64 GB,4,8,0,0.0,0.0,0.0,False,False,https://www.amazon.ca/Gigabyte-GA-AX370-Gaming-Ryzen-Smart-Motherboard/dp/B0722FDQDF?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B0722FDQDF
1002,"Gigabyte AX370-Gaming K5, AMD X370-",$142.6 USD,Gigabyte,GA-AX370-Gaming K5,4719331801342,889523009291.0,AM4,X370,True,ATX,DDR4,64 GB,4,8,0,0.0,0.0,0.0,False,False,https://www.amazon.ca/GIGABYTE-GA-AX370-Gaming-K5-FUSION-Motherboard/dp/B06Y2G6NXV?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B06Y2G6NXV
1003,"Gigabyte AX370-Gaming K7, AMD X370",$231.09 USD,Gigabyte,GA-AX370-Gaming K7,4719331801335,889523009239.0,AM4,X370,True,ATX,DDR4,64 GB,4,8,0,0.0,0.0,0.0,False,False,https://www.amazon.ca/GIGABYTE-GA-AX370-Gaming-K7-FUSION-Motherboard/dp/B06XF3R469?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B06XF3R469
1005,Gigabyte B150M-D3H,$91.39 USD,Gigabyte,GA-B150M-D3H,4719331830243,889523001691.0,1151,B150,False,Micro-ATX,DDR4,64 GB,4,6,1,1.0,0.0,1.0,False,False,https://www.amazon.ca/Gigabyte-GA-B150M-D3H-GSM-Micro-DDR4-Motherboard/dp/B014Z7IY92?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B014Z7IY92
1006,Gigabyte B250-FinTech 11+1 BTC Edition,$98.29 USD,Gigabyte,GA-B250-FINTECH,889523012437,889523012420.0,1151,B250,False,ATX,DDR4, GB,4,6,0,0.0,0.0,0.0,False,False,https://www.amazon.ca/Gigabyte-GA-B250-FinTech-LGA1151-Cryptocurrency-Motherboard/dp/B07988FLFW?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07988FLFW
1009,Gigabyte B250M-D3H,$90.1 USD,Gigabyte,GA-B250M-D3H,4719331847241,889523007952.0,1151,B250,False,Micro-ATX,DDR4,64 GB,4,6,0,0.0,0.0,0.0,False,False,https://www.amazon.ca/GIGABYTE-GA-B250M-D3H-LGA1151-Crossfire-Motherboard/dp/B01N22TQ3D?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01N22TQ3D
1011,Gigabyte B360 Aorus Gaming 3 WIFI,$120.72 USD,Gigabyte,B360 Aorus Gaming 3 WIFI,4719331802868,889523012673.0,1151,B360,False,ATX,DDR4,64 GB,4,6,0,0.0,0.0,1.0,False,False,https://www.amazon.ca/dp/B07BQBWWY5?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
