,Unnamed: 0.1,Unnamed: 0,Name,Price,Producer,MPN,EAN,UPC,Length,Slots,8-Pin Connectors,6-Pin Connectors,HDMI,DisplayPort,DVI,VGA,Boost Clock,Vram,Memory Clock,TDP,Product Page
203,203,869,Gigabyte Aorus GeForce RTX 2080 Super Waterforce WB,$800.08 USD,Gigabyte,GV-N208SAORUS WB-8GC,4719331305369,,291.29 mm,2.0,2,0,3,3,0,0,1860 MHz,8 GB,15500 MHz,250 W,https://www.amazon.ca/Waterforce-Pre-Installed-Waterblock-Gv-N208SAORUS-WB-8GC/dp/B07VRKWMZV?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07VRKWMZV
204,204,871,Gigabyte Aorus GeForce RTX 2080 Ti Xtreme 1,$1416.77 USD,Gigabyte,GV-N208TAORUS X-11GC,4719331303693,889523015315.0,290 mm,2.5,2,0,3,3,0,0,1770 MHz,11 GB,14000 MHz,250 W,https://www.amazon.ca/dp/B07JVGQTRK?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
205,205,873,Gigabyte Aorus GeForce RTX 2080 Ti Xtreme Waterforce WB 1,$1310.75 USD,Gigabyte,GV-N208TAORUS X WB-11GC,4719331303761,,280 mm,2.0,2,0,3,3,0,0,1770 MHz,11 GB,14000 MHz,250 W,https://www.amazon.ca/Gigabyte-WATERFORCE-Pre-Installed-Gv-N208TAORUSX-WB-11GC/dp/B07JVJHWMQ?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07JVJHWMQ
206,206,885,Gigabyte GeForce GT 1030,$129.33 USD,Gigabyte,GV-N1030D5-2GL,4719331301590,889523010181.0,149.9 mm,1.0,0,0,0,0,0,0,1468 MHz,2 GB,4 MHz,30 W,https://www.amazon.ca/dp/B071DY2VJR?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
207,207,887,Gigabyte GeForce GT 1030 OC 2G,$98.09 USD,Gigabyte,GV-N1030OC-2GI,4719331301699,889523010341.0,167.7 mm,2.0,0,0,0,0,0,0,1518 MHz,2 GB,4 MHz,30 W,https://www.amazon.ca/dp/B07646VQ6T?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
208,208,888,Gigabyte GeForce GT 1030 Silent,$81.23 USD,Gigabyte,GV-N1030SL-2GL,4719331301620,889523010242.0,174.9 mm,2.0,0,0,0,0,0,0,1468 MHz,2 GB,4 MHz,30 W,https://www.amazon.ca/GIGABYTE-GeForce-GV-N1030SL-2GL-Silent-Profile/dp/B072HRD3CY?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B072HRD3CY
209,209,890,Gigabyte GeForce GTX 1050,$130.56 USD,Gigabyte,GV-N1050D5-2GD,4719331339302,889523007518.0,172 mm,2.0,0,0,0,0,0,0,1455 MHz,2 GB,4 MHz,75 W,https://www.amazon.ca/Gigabyte-Geforce-GV-N1050D5-2GD-Graphic-Cards/dp/B01MEGB6LK?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01MEGB6LK
210,210,891,Gigabyte GeForce GTX 1050 OC,$274.27 USD,Gigabyte,GV-N1050OC-2GL,4719331301163,889523008874.0,167 mm,2.0,0,0,0,0,0,0,1468 MHz,2 GB,4 MHz,75 W,https://www.amazon.ca/Gigabyte-4719331301163-Geforce-Profile-GDDR5/dp/B01N7RXQYU?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01N7RXQYU
211,211,892,Gigabyte GeForce GTX 1050 Ti,$178.83 USD,Gigabyte,GV-N105TD5-4GD,4719331339326,889523007525.0,172 mm,2.0,0,0,0,0,0,0,1392 MHz,4 GB,4 MHz,75 W,https://www.amazon.ca/dp/B01M4KGTNI?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
212,212,893,Gigabyte GeForce GTX 1050 Ti G1 Gaming,$264.68 USD,Gigabyte,GV-N105TG1 GAMING-4GD,4719331339241,889523007464.0,219 mm,2.0,0,0,0,0,0,0,1480 MHz,4 GB,4 MHz,75 W,https://www.amazon.ca/Gigabyte-Geforce-Gaming-Graphic-GV-N105TG1GAMING-4GD/dp/B01MCUYOWK?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01MCUYOWK
213,213,894,Gigabyte GeForce GTX 1050 Ti OC,$173.43 USD,Gigabyte,GV-N105TOC-4GL,4719331301156,889523008867.0,167 mm,2.0,0,0,0,0,0,0,1417 MHz,4 GB,4 MHz,75 W,https://www.amazon.ca/dp/B06WWLWWJM?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
214,214,895,Gigabyte GeForce GTX 1050 Ti WindForce 2X OC,$251.15 USD,Gigabyte,GV-N105TWF2OC-4GD,4719331339272,889523007488.0,229 mm,2.0,0,0,0,0,0,0,1442 MHz,4 GB,4 MHz,75 W,https://www.amazon.ca/dp/B01M6Y671T?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
215,215,896,Gigabyte GeForce GTX 1050 WindForce 2X,$165.68 USD,Gigabyte,GV-N1050WF2OC-2GD,4719331339319,889523007532.0,229 mm,2.0,0,0,0,0,0,0,1506 MHz,2 GB,4 MHz,75 W,https://www.amazon.ca/Gigabyte-GeForce-WINDFORCE-Graphic-GV-N1050WF2OC-2GD/dp/B01MF8R2NR?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01MF8R2NR
216,216,898,Gigabyte GeForce GTX 1060 Aorus Xtreme 6G,$360.5 USD,Gigabyte,GV-N1060AORUS X-6GD (Rev. 2),4719331301866,889523010709.0,281 mm,3.0,1,0,0,0,0,0,MHz,6 GB,82 MHz,120 W,https://www.amazon.ca/Gigabyte-Xtreme-GeForce-Computer-Graphics/dp/B0748JM9HY?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B0748JM9HY
217,217,901,Gigabyte GeForce GTX 1060 Mini ITX OC 6G,$304.66 USD,Gigabyte,GV-N1060IXOC-6GD,4719331330293,889523006696.0,169 mm,2.0,0,1,0,0,0,0,1746 MHz,6 GB,4 MHz,120 W,https://www.amazon.ca/Gigabyte-GeForce-GDDR5-Graphics-GV-N1060IXOC-6GD/dp/B01KQUDCQW?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01KQUDCQW
218,218,902,Gigabyte GeForce GTX 1060 OC WindForce 2X,$237.1 USD,Gigabyte,GV-N1060WF2OC-3GD,4719331331290,889523006788.0,223 mm,2.0,0,1,0,0,0,0,1771 MHz,3 GB,4 MHz,120 W,https://www.amazon.ca/Gigabyte-GeForce-Windforce-Graphics-GV-N1060WF2OC-3GD/dp/B01KQUDE2Y?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01KQUDE2Y
219,219,903,Gigabyte GeForce GTX 1060 OC WindForce 2X,$320.17 USD,Gigabyte,GV-N1060WF2OC-6GD,4719331330309,889523006702.0,223 mm,2.0,0,1,0,0,0,0,1771 MHz,6 GB,4 MHz,120 W,https://www.amazon.ca/Gigabyte-GeForce-1060-WINDFORCE-GV-N1060WF2OC-6GD/dp/B01JNUO6BG?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01JNUO6BG
220,220,905,Gigabyte GeForce GTX 1070 Aorus Gaming Box,$589.76 USD,Gigabyte,GV-N1070IXEB-8GD,4719331301644,889523010334.0,96 mm,,0,0,0,0,0,0,1721 MHz,8 GB,4 MHz,150 W,https://www.amazon.ca/Gigabyte-AORUS-Gaming-Graphic-GV-N1070IXEB-8GD/dp/B073PYMG3G?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B073PYMG3G
221,221,907,Gigabyte GeForce GTX 1070 G1 Gaming,$443.53 USD,Gigabyte,GV-N1070G1 GAMING-8GD (Rev.2),4719331302511,889523011003.0,286 mm,2.0,1,0,0,0,0,0,1784 MHz,8 GB,,150 W,https://www.amazon.ca/Gigabyte-GV-N1070G1-GAMING-8GD-REV2-0-Computer/dp/B075FTH3G7?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B075FTH3G7
222,222,908,Gigabyte GeForce GTX 1070 Mini ITX OC,$426.97 USD,Gigabyte,GV-N1070IXOC-8GD,4719331324216,889523006238.0,169 mm,2.0,1,0,0,0,0,0,1721 MHz,8 GB,4 MHz,150 W,https://www.amazon.ca/Gigabyte-GeForce-GDDR5-Graphics-GV-N1070IXOC-8GD/dp/B01JD2OSX0?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01JD2OSX0
223,223,909,Gigabyte GeForce GTX 1070 OC WindForce 2X,$434.38 USD,Gigabyte,GV-N1070WF2OC-8GD (Rev. 2),4719331302528,889523011010.0,285 mm,2.0,1,0,0,0,0,0,1746 MHz,8 GB,,150 W,https://www.amazon.ca/Gigabyte-GeForce-WINDFORCE-REV2-0-GV-N1070WF2OC-8GD/dp/B075DF4PTF?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B075DF4PTF
224,224,910,Gigabyte GeForce GTX 1070 Ti Aorus 8G,$489.73 USD,Gigabyte,GV-N107TAORUS-8GD,4719331302900,,280 mm,2.0,1,0,0,0,0,0,1683 MHz,8 GB,2 MHz,180 W,https://www.amazon.ca/Gigabyte-GV-N107TAORUS-8GD-GeForce-1070Ti-Graphics/dp/B078X1X1XC?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B078X1X1XC
225,225,911,Gigabyte GeForce GTX 1070 Ti Gaming 8G,$477.01 USD,Gigabyte,GV-N107TGAMING-8GD,4719331302788,889523011850.0,280 mm,2.0,1,0,0,0,0,0,1683 MHz,8 GB,2 MHz,180 W,https://www.amazon.ca/Gigabyte-GeForce-1070-Gaming-GV-N107TGAMING-8GD/dp/B077P9HX2V?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B077P9HX2V
226,226,916,Gigabyte GeForce GTX 1080 G1 Gaming,$667.87 USD,Gigabyte,GV-N1080G1 GAMING-8GD,4719331322168,889523006009.0,286 mm,2.0,1,0,0,0,0,0,1860 MHz,8 GB,,180 W,https://www.amazon.ca/Gigabyte-GeForce-GV-N1080G1-GAMING-8GD-Graphics/dp/B01GJEE9BG?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01GJEE9BG
227,227,917,Gigabyte GeForce GTX 1080 Mini ITX 8G,$426.97 USD,Gigabyte,GV-N1080IX-8GD,4719331302573,779184172925.0,163 mm,2.0,1,0,0,0,0,0,1607 MHz,8 GB,10 MHz,180 W,https://www.amazon.ca/Gigabyte-GeForce-GDDR5-Graphics-GV-N1070IXOC-8GD/dp/B01JD2OSX0?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01JD2OSX0
228,228,918,Gigabyte GeForce GTX 1080 Ti Aorus 11G,$863.47 USD,Gigabyte,GV-N108TAORUS-11GD,4719331301385,,293 mm,2.5,2,0,0,0,0,0,1683 MHz,11 GB,5 MHz,250 W,https://www.amazon.ca/Gigabyte-AORUS-GeForce-Graphic-GV-N108TAORUS-11GD/dp/B06XXJMF19?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B06XXJMF19
229,229,919,Gigabyte GeForce GTX 1080 Ti Aorus Xtreme 11G,$863.47 USD,Gigabyte,GV-N108TAORUS X-11GD,4719331301392,889523009710.0,293 mm,2.5,2,0,0,0,0,0,1721 MHz,11 GB,16 MHz,250 W,https://www.amazon.ca/Gigabyte-AORUS-GeForce-Graphic-GV-N108TAORUS-11GD/dp/B06XXJMF19?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B06XXJMF19
230,230,921,Gigabyte GeForce GTX 1080 Ti Gaming OC,$874.56 USD,Gigabyte,GV-N108TGAMING OC-11GD,4719331301408,889523009734.0,280 mm,2.0,1,1,0,0,0,0,1632 MHz,11 GB,5 MHz,250 W,https://www.amazon.ca/Gigabyte-GeForce-Graphic-GV-N108TGAMING-OC-11GD/dp/B06XXJMDTM?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B06XXJMDTM
231,231,922,Gigabyte GeForce GTX 1080 Ti Gaming OC Black,$663.71 USD,Gigabyte,GV-N108TGAMINGOC BLACK-11GD,4719331302313,889523010747.0,280 mm,2.0,1,1,0,0,0,0,1632 MHz,11 GB,5 MHz,250 W,https://www.amazon.ca/Gigabyte-GV-N108TGAMINGOC-BLACK-11GD-GeForce-Graphic/dp/B074PL43GQ?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B074PL43GQ
232,232,923,Gigabyte GeForce GTX 1080 Ti Turbo,$725.37 USD,Gigabyte,GV-N108TTURBO-11GD,4719331301729,889523010518.0,270 mm,2.0,1,1,0,0,0,0,1582 MHz,11 GB,5 MHz,250 W,https://www.amazon.ca/Gigabyte-GV-N108TTURBO-11GD-AORUS-GeForce-Graphic/dp/B07317Q3RJ?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07317Q3RJ
233,233,924,Gigabyte GeForce GTX 1080 Ti Waterforce W Xtreme 11G,$797.91 USD,Gigabyte,GV-N108TAORUSX W-11GD,4719331301804,889523010587.0,266.7 mm,2.5,2,0,0,0,0,0,1721 MHz,11 GB,16 MHz,250 W,https://www.amazon.ca/Gigabyte-GV-N108TAORUSX-W-11GD-GeForce-Waterforce/dp/B073D584Z1?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B073D584Z1
234,234,925,Gigabyte GeForce GTX 1080 WindForce OC 8G,$578.41 USD,Gigabyte,GV-N1080WF3OC-8GD,4719331328290,889523006405.0,280 mm,2.0,1,0,0,0,0,0,1860 MHz,8 GB,,180 W,https://www.amazon.ca/Gigabyte-GeForce-Windforce-GV-N1080WF3OC-8GD-Graphics/dp/B01IR6LMLO?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01IR6LMLO
235,235,927,Gigabyte GeForce GTX 1080 Xtreme Gaming Water Cooling,$557.6 USD,Gigabyte,GV-N1080XTREME W-8GD,4719331325152,889523007198.0,264 mm,2.0,2,0,1,3,1,0,1898 MHz,8 GB,MHz,180 W,https://www.amazon.ca/Gigabyte-Geforce-Premium-2-0-N1080XTREME-8GD-PPR2/dp/B06XPGTD4R?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B06XPGTD4R
236,236,928,Gigabyte GeForce GTX 1650 D6 OC,$168.28 USD,Gigabyte,GV-N1656OC-4GD 2.0,4719331306922,889523023464.0,172 mm,2.0,0,1,1,1,1,0,1635 MHz,4 GB,12000 MHz,75 W,https://www.amazon.ca/dp/B08BNRR5SJ?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
237,237,932,"Gigabyte GeForce GTX 1650 OC 4G, 4096 MB GDDR5",$163.2 USD,Gigabyte,GV-N1650OC-4GD,4719331304645,889523017012.0,191 mm,2.0,0,0,1,1,0,0,1710 MHz,4 GB,8000 MHz,75 W,https://www.amazon.ca/dp/B07QHGKC2D?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
238,238,934,"Gigabyte GeForce GTX 1650 WindForce OC 4G, 4096 MB GDDR5",$174.08 USD,Gigabyte,GV-N1650WF2OC-4GD,4719331304621,889523016992.0,229 mm,2.0,0,0,1,1,0,0,1785 MHz,4 GB,8000 MHz,90 W,https://www.amazon.ca/dp/B07QF6NH2S?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
239,239,936,Gigabyte GeForce GTX 1660 Gaming OC,$280.89 USD,Gigabyte,GV-N1660GAMING OC-6GD,4719331304492,889523016732.0,280 mm,2.0,1,0,1,3,0,0,1860 MHz,6 GB,8000 MHz,120 W,https://www.amazon.ca/dp/B07P689CXR?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
240,240,937,Gigabyte GeForce GTX 1660 OC,$224.86 USD,Gigabyte,GV-N1660OC-6GD,4719331304485,889523016725.0,224 mm,2.0,1,0,1,3,0,0,1830 MHz,6 GB,8000 MHz,120 W,https://www.amazon.ca/dp/B07P76G428?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
241,241,938,Gigabyte GeForce GTX 1660 Super Gaming OC,$271.75 USD,Gigabyte,GV-N166SGAMING OC-6GD,4719331305932,889523019702.0,280 mm,2.0,1,0,1,3,0,0,MHz,6 GB,14000 MHz,125 W,https://www.amazon.ca/dp/B07YYZD17M?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
242,242,939,Gigabyte GeForce GTX 1660 Super OC,$267.47 USD,Gigabyte,GV-N166SOC-6GD,4719331305888,889523019658.0,224 mm,2.0,1,0,1,3,0,0,MHz,6 GB,14000 MHz,125 W,https://www.amazon.ca/dp/B07YYZGM51?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
243,243,940,Gigabyte GeForce GTX 1660 Ti Gaming OC 6G,$295.86 USD,Gigabyte,GV-N166TGAMING OC-6GD,4719331304553,889523016824.0,280 mm,2.0,1,0,1,1,0,0,1860 MHz,6 GB,12000 MHz,120 W,https://www.amazon.ca/GIGABYTE-DisplayPort-Windforce-Gv-N166TGAMING-OC-6GD/dp/B07NJPKRMZ?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07NJPKRMZ
244,244,941,Gigabyte GeForce GTX 1660 Ti Mini ITX OC 6G,$302.12 USD,Gigabyte,GV-N166TIXOC-6GD,4719331304461,889523016589.0,170 mm,2.0,1,0,1,1,0,0,1785 MHz,6 GB,12000 MHz,120 W,https://www.amazon.ca/GIGABYTE-GeForce-DisplayPort-Windforce-Gv-N166TIXOC-6GD/dp/B07NJQLYHH?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07NJQLYHH
245,245,942,Gigabyte GeForce GTX 1660 Ti OC 6G,$288.69 USD,Gigabyte,GV-N166TOC-6GD,4719331304454,889523016572.0,225.65 mm,2.0,1,0,1,1,0,0,1800 MHz,6 GB,12000 MHz,120 W,https://www.amazon.ca/dp/B07NJPKZQG?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
246,246,943,Gigabyte GeForce GTX 1660 Ti WindForce OC 6G,$298.84 USD,Gigabyte,GV-N166TWF2OC-6GD,4719331304447,889523016565.0,264.9 mm,2.0,1,0,1,1,0,0,1845 MHz,6 GB,12000 MHz,120 W,https://www.amazon.ca/GIGABYTE-GeForce-Windforce-DisplayPort-Gv-N166TWF2OC-6GD/dp/B07NJQLQWP?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07NJQLQWP
247,247,945,Gigabyte GeForce RTX 2060 D6,$329.34 USD,Gigabyte,GV-N2060D6-6GD 2.0,4719331309190,889523028438.0,225.6 mm,2.0,1,0,1,3,0,0,1680 MHz,6 GB,14000 MHz,160 W,https://www.amazon.ca/dp/B083HYPDL4?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
248,248,946,Gigabyte GeForce RTX 2060 Gaming OC 6G,$389.72 USD,Gigabyte,GV-N2060GAMING OC-6GD,4719331304249,889523016183.0,280 mm,2.5,1,0,1,3,0,0,1830 MHz,6 GB,14000 MHz,160 W,https://www.amazon.ca/Gigabyte-GeForce-Graphic-GV-N2060GAMING-OC-6GD/dp/B07MHSMY8P?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07MHSMY8P
249,249,947,Gigabyte GeForce RTX 2060 Gaming OC Pro 6G,$389.57 USD,Gigabyte,GV-N2060GAMINGOC PRO-6GD,4719331304386,,280.35 mm,2.0,1,0,1,3,0,0,1830 MHz,6 GB,14000 MHz,160 W,https://www.amazon.ca/GIGABYTE-GeForce-Graphics-Windforce-GV-N2060GAMINGOC/dp/B07MVZG7Z9?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07MVZG7Z9
250,250,948,Gigabyte GeForce RTX 2060 Mini ITX OC 6G,$374.29 USD,Gigabyte,GV-N2060IXOC-6GD,4719331304270,889523016213.0,170 mm,2.0,1,0,1,3,0,0,1695 MHz,6 GB,14000 MHz,160 W,https://www.amazon.ca/Gigabyte-GeForce-Graphics-192-bit-GV-N2060IXOC-6GD/dp/B07M6VMTRQ?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07M6VMTRQ
251,251,950,Gigabyte GeForce RTX 2060 Super Gaming OC,$419.59 USD,Gigabyte,GV-N206SGAMING OC-8GC,4719331304959,889523018552.0,280.35 mm,2.0,1,1,1,1,0,0,1815 MHz,8 GB,14000 MHz,175 W,https://www.amazon.ca/GIGABYTE-Graphics-Windforce-GV-N206SGAMING-OC-8GC/dp/B07TS5BQ2R?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07TS5BQ2R
252,252,951,Gigabyte GeForce RTX 2060 Super Gaming OC 3X 8G White,$452.22 USD,Gigabyte,GV-N206SGAMINGOC WHITE-8GD,4719331305376,889523018941.0,280.35 mm,2.0,1,0,1,3,0,0,1815 MHz,8 GB,14000 MHz,175 W,https://www.amazon.ca/dp/B07VRLFF97?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
253,253,954,Gigabyte GeForce RTX 2060 WindForce OC 6G,$373.19 USD,Gigabyte,GV-N2060WF2OC-6GD,4719331304256,889523016190.0,264.9 mm,2.0,1,0,1,3,0,0,1770 MHz,6 GB,14000 MHz,160 W,https://www.amazon.ca/Gigabyte-GeForce-Windforce-Graphics-GV-N2060WF2OC-6GD/dp/B07MPMGKXJ?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07MPMGKXJ
254,254,955,Gigabyte GeForce RTX 2070 Super Gaming OC 3X,$589.94 USD,Gigabyte,GV-N207SGAMING OC-8GD,4719331305543,889523019160.0,286.5 mm,2.5,1,1,1,3,0,0,1815 MHz,8 GB,14000 MHz,260 W,https://www.amazon.ca/dp/B07WN6WB4G?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
255,255,957,Gigabyte GeForce RTX 2070 Super Windforce OC 3X,$514.2 USD,Gigabyte,GV-N207SWF3OC-8GD,4719331305505,889523019122.0,286 mm,2.5,1,1,1,3,0,0,1785 MHz,8 GB,14000 MHz,260 W,https://www.amazon.ca/dp/B07WN6RVHH?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
256,256,959,Gigabyte GeForce RTX 2080 Gaming OC,$808.39 USD,Gigabyte,GV-N2080GAMING OC-8GC,4719331303594,889523014981.0,286.5 mm,5.0,1,1,1,3,0,0,MHz,8 GB,14000 MHz,225 W,https://www.amazon.ca/dp/B07GHQZF7W?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
257,257,962,Gigabyte GeForce RTX 2080 Super Gaming OC White,$736.65 USD,Gigabyte,GV-N208SGAMINGOC WHITE-8GD,4719331305963,889523019733.0,286.5 mm,2.5,1,1,1,3,0,0,1845 MHz,8 GB,15500 MHz,250 W,https://www.amazon.ca/dp/B081W3L1SP?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
258,258,963,Gigabyte GeForce RTX 2080 Super Turbo,$752.93 USD,Gigabyte,GV-N208STURBO-8GC,4719331305314,889523018828.0,272 mm,2.0,1,1,1,3,0,0,1815 MHz,8 GB,15500 MHz,250 W,https://www.amazon.ca/dp/B07V1DJ9KG?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
259,259,964,Gigabyte GeForce RTX 2080 Ti Gaming OC,$1239.57 USD,Gigabyte,GV-N208TGAMING OC-11GC,4719331303563,889523014998.0,286.5 mm,2.5,2,0,1,3,0,0,1650 MHz,11 GB,14000 MHz,250 W,https://www.amazon.ca/dp/B07GJKR7RW?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
260,260,970,Gigabyte GeForce RTX 2080 WindForce OC 8G,$788.8 USD,Gigabyte,GV-N2080WF3OC-8GC,4719331303587,,280.35 mm,2.0,1,1,1,3,0,0,MHz,8 GB,14000 MHz,225 W,https://www.amazon.ca/GIGABYTE-GeForce-WINDFORCE-Graphic-GV-N2080WF3OC-8GC/dp/B07GJ3Z8W2?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07GJ3Z8W2
261,261,976,Gigabyte GT 730,$77.97 USD,Gigabyte,GV-N730D5-2GL,889523010556,,150 mm,1.0,0,0,1,0,1,0,902 MHz,2 GB,5000 MHz,38 W,https://www.amazon.ca/Gigabyte-GeForce-Graphic-Cards-GV-N730D5-2GL/dp/B076CBB8CV?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B076CBB8CV
262,262,984,Gigabyte Radeon RX 550 2G,$99.99 USD,Gigabyte,GV-RX550D5-2GD,4719331301323,889523009635.0,170 mm,2.0,0,0,0,0,0,0,MHz,2 GB,,50 W,https://www.amazon.ca/Gigabyte-Radeon-Graphic-Cards-GV-RX550D5-2GD/dp/B06Y43NJ3D?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B06Y43NJ3D
