,Name,Price,Producer,MPN,EAN,UPC,Supported Sockets,Height,TDP,80mm Fans,92mm Fans,120mm Fans,140mm Fans,200mm Fans,Additional Fan Support,Product Page
539,Phanteks PH-TC14PE 140mm UFB (Updraft Floating Balance),$89.93 USD,Phanteks Company,PH-TC14PE,886523000006,,"1150 , 2011 , 1155 , 1156 , 1366 , 775, FM1,AM3+,AM3,AM2+,AM2",171 mm,,0,0,0,0,0,False,https://www.amazon.ca/dp/B005OREE38?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
540,Phanteks PH-TC14PE_BK 140mm UFB (Updraft Floating Balance),$79.13 USD,Phanteks Company,PH-TC14PE_BK,886523000174,,"2011 , 1150,1155 , 1156 , 1366 , 775, FM1,AM3+,AM3,AM2+,AM2",171 mm,,0,0,0,0,0,False,https://www.amazon.ca/dp/B007ZZE63A?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
541,"PHANTEKS PH-TC14S Slim - 140mm, black",$47.14 USD,PHANTEKS,PH-TC14S_BK,886523000617,,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, FM1, FM2, FM2+",160 mm,,0,0,0,0,0,True,https://www.amazon.ca/dp/B00QJI9JFE?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
542,Phononic Hex 2.0 thermoelektrischer - 92 mm,$143.58 USD,Phononic,Hex-2.0,816789020012,,"1150, 1151, 1155, 1156, 2011, 2011-V3, 2066, AM2, AM3, AM3+, FM1, FM2, FM2+",125 mm,,0,0,0,0,0,False,https://www.amazon.ca/Phononic-HEX-2-0-Cooler-Cooling/dp/B01JP7GEOE?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01JP7GEOE
547,"Prolimatech Genesis ""Dual Viper Edition""",$10.84 USD,Prolimatech,CPBU-046,0,824142142967.0,"1150, 1151, 1155, 1156, 1366, 2011, 775, AM2, AM3, AM3+, FM1, FM2",160 mm,,0,0,0,0,0,True,https://www.amazon.ca/dp/2253053511?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
550,"Raijintek Aidos Black, Heatpipe , PWM - 92mm",$17.02 USD,RAIJINTEK,0R100009,4715109920352,849939000350.0,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, FM1, FM2, FM2+",136 mm,,0,0,0,0,0,False,https://www.amazon.ca/dp/B00QMZIYEQ?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
551,"Raijintek Aidos Heatpipe , PWM - 92mm",$17.14 USD,RAIJINTEK,0P105246,4715109920024,849939000022.0,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, FM1, FM2, FM2+",136 mm,,0,0,0,0,0,False,https://www.amazon.ca/dp/B00GOVA3XI?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
586,"Raijintek Themis Black, Heatpipe , PWM - 120mm",$27.2 USD,RAIJINTEK,0R100010,4715109920369,849939000367.0,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, FM1, FM2, FM2+",157 mm,,0,0,0,0,0,False,https://www.amazon.ca/dp/B00QMZIUFY?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
587,"Raijintek Themis Evo Heatpipe , PWM - 120mm",$40.17 USD,RAIJINTEK,0P105245,4715109920017,849939000015.0,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, FM1, FM2, FM2+",165 mm,,0,0,0,0,0,False,https://www.amazon.ca/RAIJINTEK-AIDOS-Cooler-Intel-Socket/dp/B00QMZIPWC?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00QMZIPWC
591,"Raijintek Zelos Heatpipe , PWM - 90mm",$16.6 USD,RAIJINTEK,0R100003,4715109920260,849939000268.0,"1150, 1151, 1155, 1156, AM2, AM3, AM3+, FM1, FM2, FM2+",44 mm,,0,0,0,0,0,False,https://www.amazon.ca/dp/B00QMZINZQ?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
595,Scythe Byakko - 92mm,$54.81 USD,Scythe,SCBYK-1000,4571225055855,812623020767.0,"1150, 1151, 1155, 1156, 1366, 775, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",0 mm,,0,0,0,0,0,True,https://www.amazon.ca/Scythe-Byakko-Cooler-Intel-Cooling/dp/B06Y2L6KBX?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B06Y2L6KBX
599,Scythe Iori - 100mm,$36.41 USD,Scythe,SCIOR-1000,4571225054766,894092005100.0,"1150, 1151, 1155, 1156, 1366, 775, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",92 mm,,0,0,0,0,0,False,https://www.amazon.ca/Scythe-SCIOR-1000-Cooling-Motherboard/dp/B00JZCHN4U?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00JZCHN4U
600,Scythe Kabuto 3 Processor Cooler,$43.98 USD,SCYTHE,Scythe Kabuto 3 CPU Cooler,4571225055596,,"775, 1150, 1151, 1155, 1156, 1366, AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, AM4",125 mm,,0,0,0,0,0,False,https://www.amazon.ca/Scythe-Kabuto-Cooler-Cooling-SCKBT-3000/dp/B01ER2A6E6?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01ER2A6E6
610,Scythe SCBSK-2100 Big Shuriken 2 Rev. B,$61.14 USD,Scythe,SCBSK-2100,4571225049441,812623020057.0,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, FM1, FM2, FM2+",58 mm,,0,0,0,0,0,False,https://www.amazon.ca/Scythe-SCBSK-2100-Shuriken-Cooler-Socket/dp/B0069CQ7BE?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B0069CQ7BE
618,Scythe SCMG-5100 Mugen 5 Rev.B - 120mm,$52.55 USD,Scythe,SCMG-5100,4571225056357,812623020859.0,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, FM1, FM2, FM2+","154,5 mm",,0,0,0,0,0,True,https://www.amazon.ca/Scythe-Cooler-Sealed-Precision-SCMG-5100/dp/B01M6CR4GH?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01M6CR4GH
627,SILVERSTONE AR01 120mm Sleeve,$55.77 USD,Silverstone,AR01,844761009960,844761009960.0,"FM2,FM1,AM3,AM2, 1150,2011,1366,1156,1155,775",159 mm,,0,0,0,0,0,False,https://www.amazon.ca/dp/B00CGYP3FA?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
629,SILVERSTONE AR03 120mm Sleeve,$47.29 USD,Silverstone,AR03,844761009984,,"K8 , AM2 , AM2+ , AM3 , 775 , 1150 , 1156 , 1366",159 mm,,0,0,0,0,0,False,https://www.amazon.ca/dp/B00CGYP3DW?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
630,SILVERSTONE AR07 140mm Long life sleeve,$48.61 USD,Silverstone,AR07,844761012601,,"775,1150,1151,1155,1156,1366,2011,2011-V3, AM2,AM3,FM1,FM2",163 mm,,0,0,0,0,0,False,https://www.amazon.ca/dp/B01BVC8J4E?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
631,SILVERSTONE AR08 140mm Long life sleeve,$35.03 USD,Silverstone,AR08,844761012618,,"775,1150,1151,1155,1156,1366,2011,2011-V3,AM2,AM3,FM1,FM2",134 mm,,0,0,0,0,0,False,https://www.amazon.ca/dp/B01BVC8J1W?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
634,SilverStone Argon Series AR04 Low Profile with 80mm Fan for Socket LGA1150/1156/1155,$37.02 USD,Silverstone,AR04,844761010195,,"1150,1151,1155,1156",23 mm,,0,0,0,0,0,False,https://www.amazon.ca/Silverstone-Tek-Profile-Cooler-LGA115X/dp/B00GLM6EWY?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00GLM6EWY
635,"SilverStone Argon Series AR05 Rifle Bearing with 92mm Fan for Socket LGA1155/1156/1150, AM2/AM3/FM1/FM2",$46.42 USD,Silverstone,AR05,844761011369,,"1155,1156,1150, AM2,AM3,FM1,FM2",37 mm,,0,0,0,0,0,False,https://www.amazon.ca/dp/B00N4OBHCE?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
636,"SilverStone Argon Series AR06 Rifle Bearing with 92mm Fan for Socket LGA1155/1156/1150, AM2/AM3/FM1/FM2",$65.03 USD,Silverstone,AR06,844761011376,,"1155,1156,1150, AM2,AM3,FM1,FM2",58 mm,,0,0,0,0,0,False,https://www.amazon.ca/dp/B00N4OBH92?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
647,Silverstone Argon SST-AR11 - 92mm,$39.53 USD,Silverstone,SST-AR11,4710007225820,,"1150, 1151, 1155, 1156",47 mm,,0,0,0,0,0,False,https://www.amazon.ca/SilverStone-Technology-SST-AR11-Cooler-Design/dp/B07CK1RNQ2?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07CK1RNQ2
654,SILVERSTONE NT07-115X 80mm,$25.0 USD,Silverstone,NT07-115X,844761010591,844761010591.0,"1150 , 1155 , 1156",23 mm,,0,0,0,0,0,False,https://www.amazon.ca/Silverstone-Tek-Profile-LGA115X-NT07-115X/dp/B00K8PLRMM?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00K8PLRMM
655,SILVERSTONE NT09-115X 92mm,$24.63 USD,Silverstone,NT09-115X,844761012816,,"1156,1155,1150,1151",45 mm,,0,0,0,0,0,False,https://www.amazon.ca/dp/B01BVC8IVS?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
705,SUPERMICRO SNK-P0047P,$23.74 USD,SuperMicro,SNK-P0047P,672042093816,672042093816.0,"X9, X10",26 mm,,0,0,0,0,0,False,https://www.amazon.ca/dp/B007WZV5FK?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
714,Thermaltake Engine 17 Low-Profile,$47.14 USD,Thermaltake,CL-P051-AL06SL-A,4711246872646,,"1150, 1151, 1155, 1156",17 mm,,0,0,0,0,0,False,https://www.amazon.ca/Thermaltake-Engine-Low-Profile-Cooler-CL-P051-AL06SL-/dp/B07FKCQVXB?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07FKCQVXB
715,Thermaltake Floe Riing RGB TT Premium-Edition,$108.8 USD,Thermaltake,CL-W157-PL12SW-A,4717964409263,841163069073.0,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+, TR4",0 mm,,0,0,2,0,0,False,https://www.amazon.ca/dp/B074SD6LH3?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
716,Thermaltake Floe Riing RGB TT Premium-Edition,$113.75 USD,Thermaltake,CL-W167-PL14SW-A,4717964409287,841163069097.0,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",0 mm,,0,0,0,2,0,False,https://www.amazon.ca/dp/B074ZQXBBM?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
717,Thermaltake Floe Riing RGB TT Premium-Edition,$191.49 USD,Thermaltake,CL-W158-PL12SW-A,4717964409270,841163069080.0,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",0 mm,,0,0,3,0,0,False,https://www.amazon.ca/dp/B07537Q8LV?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
718,Thermaltake Riing Silent 12 Blue - 120mm,$40.61 USD,Thermaltake,CL-P022-AL12BU-A,4717964404305,841163064115.0,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, 939, 940, AM2, AM3, AM3+, FM1, FM2, FM2+",160 mm,,0,0,0,0,0,False,https://www.amazon.ca/dp/B01EZV365K?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
719,Thermaltake Riing Silent 12 Pro Blue - 120mm,$58.51 USD,Thermaltake,CL-P021-CA12BU-A,4717964405197,,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, FM1, FM2, FM2+",160 mm,,0,0,0,0,0,False,https://www.amazon.ca/Thermaltake-Silent-Cooler-Cooling-CL-P021-CA12BU-/dp/B01KP8FJIY?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01KP8FJIY
720,Thermaltake Riing Silent 12 Pro Red - 120mm,$58.02 USD,Thermaltake,CL-P021-CA12RE-A,4717964405203,,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM2, AM3, AM3+, FM1, FM2, FM2+",160 mm,,0,0,0,0,0,False,https://www.amazon.ca/Thermaltake-Silent-Cooler-Cooling-CL-P021-CA12RE-/dp/B01KP85GHS?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01KP85GHS
721,Thermaltake Riing Silent 12 Red - 120mm,$53.25 USD,Thermaltake,CL-P022-AL12RE-A,4717964404312,841163064122.0,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, 775, AM1, AM2, AM3, AM3+, FM1, FM2, FM2+",160 mm,,0,0,0,0,0,False,https://www.amazon.ca/dp/B01EZV36EQ?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
723,Thermaltake Water 3.0 ARGB Sync,$121.13 USD,Thermaltake,CL-W233-PL12SW-A,4711246875685,841163006672.0,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",0 mm,,0,0,2,0,0,False,https://www.amazon.ca/dp/B07N17HZN2?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
724,Thermaltake Water 3.0 ARGB Sync,$160.25 USD,Thermaltake,CL-W232-PL12SW-A,4711246875678,841163006665.0,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",0 mm,,0,0,1,0,0,False,https://www.amazon.ca/dp/B07MFQXTFP?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
725,Thermaltake Water 3.0 ARGB Sync,$164.65 USD,Thermaltake,CL-W234-PL12SW-A,4711246875692,841163006689.0,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",0 mm,,0,0,3,0,0,False,https://www.amazon.ca/Thermaltake-Motherboard-Efficiency-Radiator-CL-W234-PL12SW-/dp/B07N9K44Y8?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07N9K44Y8
727,"Thermaltake Water 3.0 Riing , red - 280 mm",$116.15 USD,Thermaltake,CL-W138-PL14RE-A,4717964406323,,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",0 mm,,0,0,0,2,0,False,https://www.amazon.ca/dp/B071R2P8M3?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
728,Thermaltake Water 3.0 Riing RGB - 240 mm,$113.68 USD,Thermaltake,CL-W107-PL12SW-A,4717964403117,841163062920.0,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+, TR4, sTRX4",0 mm,,0,0,2,0,0,False,https://www.amazon.ca/Thermaltake-Static-Pressure-Cooling-CL-W107-PL12SW-/dp/B0196LP4AY?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B0196LP4AY
729,Thermaltake Water 3.0 Riing RGB - 280 mm,$139.56 USD,Thermaltake,CL-W138-PL14SW-A,4717964406330,,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+",0 mm,,0,0,0,2,0,False,https://www.amazon.ca/Thermaltake-Support-Certified-Warranty-CL-W138-PL14SW-/dp/B071D4K96C?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B071D4K96C
730,Thermaltake Water 3.0 Riing RGB - 360 mm,$174.05 USD,Thermaltake,CL-W108-PL12SW-A,4717964403124,841163062937.0,"1150, 1151, 1155, 1156, 1366, 2011, 2011-V3, 2066, AM2, AM3, AM3+, AM4, FM1, FM2, FM2+, TR4, sTRX4",0 mm,,0,0,3,0,0,False,https://www.amazon.ca/dp/B0196LP24M?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
738,ZALMAN CNPS10X OPTIMA 120mm FSB (Fluid Shield Bearing) Shark's Fin Blade (LGA 2011 version),$30.48 USD,"Zalman Tech Co., Ltd",CNPS10X OPTIMA,823884204346,823884204346.0,"2011 , 1150 , 1155 , 1156 , 1366 , 775, FM1 , AM3+ , AM3 , AM2+ , AM2",152 mm,,0,0,0,0,0,False,https://www.amazon.ca/Zalman-CNPS10X-OPTIMA-Optima/dp/B0073QBIO6?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B0073QBIO6
751,ZALMAN CNPS2X 80mm Long Life Bearing,$21.59 USD,"Zalman Tech Co., Ltd",CNPS2X,823884205206,823884205206.0,"1155 , 1156 , 1150 , 775, FM1 , FM2 , AM3+ , AM3 , AM2+ , AM2",27 mm,,0,0,0,0,0,False,https://www.amazon.ca/dp/B00DKTOZTU?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
757,Zalman CNPS80F Ultra Quiet,$12.24 USD,Zalman,CNPS80F,8809213764493,823884204254.0,"1150, 1151, 1155, 1156, 775, AM2, AM3, AM3+, FM1, FM2, FM2+","48,4 mm",,0,0,0,0,0,False,https://www.amazon.ca/Zalman-CPU-Fan-Cooling-CNPS80F/dp/B00CSJNCYW?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00CSJNCYW
761,Zalman CNPS8X Optima,$32.97 USD,Zalman,CNPS8X OPTIMA,8809213767371,,"1150, 1151, 1155, 1156, 775, AM2, AM3, AM3+, FM1, FM2, FM2+","148,5 mm",,0,0,0,0,0,False,https://www.amazon.ca/Zalman-CNPS8X-Optima-Cooler-Heatpipe/dp/B017EVR67W?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B017EVR67W
762,ZALMAN CNPS8X Optima 100mm Long Life Bearing HIGH PERFORMANCE Processor COOLER,$32.97 USD,"Zalman Tech Co., Ltd",CNPS8X Optima,823884207149,,"1151,1150,FM2,FM2+,940,939,754,AM2+,AM2,AM3+,AM3,FM1,775,1156,1155",149 mm,,0,0,0,0,0,False,https://www.amazon.ca/Zalman-CNPS8X-Optima-Cooler-Heatpipe/dp/B017EVR67W?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B017EVR67W
