,Name,Price,Producer,MPN,EAN,UPC,Width,Depth,Height,Motherboard,Power Supply,Supported GPU Length,Supported CPU Cooler Height,80mm Fans,120mm Fans,140mm Fans,200mm Fans,120mm Radiator Support,140mm Radiator Support,240mm Radiator Support,280mm Radiator Support,360mm Radiator Support,"Disk 2.5""","Disk 3.5""","Disk 2.5""/3.5""","Disk 5.25""",Primary Color(s),Window,Dust Filter,Cable Management,Noise Isolation,Product Page
528,"Fractal Design Define 7 Black & White Midi-Tower - isolated, black/white",$189.98 USD,Fractal Design,FD-C-DEF7A-04,7340172702221,843276102227.0,240 mm,547 mm,475 mm,E-ATX,ATX,491 mm,185 mm,0/0,0/9,3/9,0/0,1.0,0,0.0,1.0,1.0,2,0,0,,black-and-white,False,True,True,False,https://www.amazon.ca/dp/B081472H97?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
529,"Fractal Design Define 7 Black & White TG Midi-Tower - Tempered Glass, isolated, black/white",$174.08 USD,Fractal Design,FD-C-DEF7A-05,7340172702238,843276102234.0,240 mm,547 mm,475 mm,E-ATX,ATX,467 mm,185 mm,0/0,0/9,3/9,0/0,1.0,0,0.0,1.0,1.0,2,0,0,,black-and-white,True,True,True,True,https://www.amazon.ca/dp/B08146X7B4?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
530,"Fractal Design Define 7 Black Dark TG Midi-Tower - getöntes Tempered Glass, isolated, black",$145.79 USD,Fractal Design,FD-C-DEF7A-03,7340172702214,843276102210.0,240 mm,547 mm,475 mm,E-ATX,ATX,491 mm,185 mm,0/0,0/9,3/9,0/0,1.0,0,0.0,1.0,1.0,2,0,0,,black,True,True,True,True,https://www.amazon.ca/dp/B08146X79Y?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
531,"Fractal Design Define 7 Black Midi-Tower - isolated, black",$184.82 USD,Fractal Design,FD-C-DEF7A-01,7340172702191,843276102197.0,240 mm,547 mm,475 mm,E-ATX,ATX,491 mm,185 mm,0/0,0/9,3/9,0/0,1.0,0,0.0,1.0,1.0,2,0,0,,black,False,True,True,True,https://www.amazon.ca/dp/B08146JLXK?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
536,"Fractal Design Define 7 Gray Midi-Tower - isolated, grey",$187.3 USD,Fractal Design,FD-C-DEF7A-07,7340172702252,843276102258.0,240 mm,547 mm,475 mm,E-ATX,ATX,491 mm,185 mm,0/0,0/9,3/9,0/0,1.0,0,0.0,1.0,1.0,2,0,0,,gray,False,True,True,True,https://www.amazon.ca/dp/B08147DC28?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
537,"Fractal Design Define 7 Gray TG Midi-Tower - Tempered Glass, isolated, grey",$198.7 USD,Fractal Design,FD-C-DEF7A-08,7340172702269,843276102265.0,240 mm,547 mm,475 mm,E-ATX,ATX,491 mm,185 mm,0/0,0/9,3/9,0/0,1.0,0,0.0,1.0,1.0,2,0,0,,gray,True,True,True,True,https://www.amazon.ca/dp/B08146VT7V?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
538,"Fractal Design Define 7 White Midi-Tower - isolated, white",$181.34 USD,Fractal Design,FD-C-DEF7A-09,7340172702276,843276102272.0,240 mm,547 mm,475 mm,E-ATX,ATX,491 mm,185 mm,0/0,0/9,3/9,0/0,1.0,0,0.0,1.0,1.0,2,0,0,,white,False,True,True,True,https://www.amazon.ca/dp/B08146W9VB?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
539,"Fractal Design Define 7 White TG Midi-Tower - Tempered Glass, isolated, white",$198.7 USD,Fractal Design,FD-C-DEF7A-06,7340172702245,843276102241.0,240 mm,547 mm,475 mm,E-ATX,ATX,491 mm,185 mm,0/0,0/9,3/9,0/0,1.0,0,0.0,1.0,1.0,2,0,0,,white,True,True,True,True,https://www.amazon.ca/dp/B08146VVWT?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
540,Fractal Design Define C Midi-Tower - black,$93.56 USD,Fractal Design,FD-CA-DEF-C-BK,7350041084303,817301014304.0,210 mm,399 mm,440 mm,ATX,ATX,315 mm,170 mm,0/0,2/7,0/4,0/0,3.0,0,2.0,1.0,1.0,5,2,0,,black,False,True,True,True,https://www.amazon.ca/dp/B01M2CP50B?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
542,"Fractal Design Define C TG Midi-Tower, black, Tempered Glass",$94.29 USD,Fractal Design,FD-CA-DEF-C-BK-TG,7350041085683,817301015684.0,217 mm,413 mm,453 mm,ATX,ATX,315 mm,172 mm,0/0,2/7,0/4,0/0,1.0,0,1.0,1.0,1.0,5,2,0,,black,True,True,True,False,https://www.amazon.ca/Fractal-Design-Tower-Cases-FD-CA-DEF-C-BK-TG/dp/B074K9JNT3?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B074K9JNT3
543,Fractal Design Define Mini C Micro-ATX - black,$117.76 USD,Fractal Design,FD-CA-DEF-MINI-C-BK,7350041084327,817301014328.0,212 mm,399 mm,399 mm,Micro-ATX,ATX,315 mm,172 mm,0/0,2/6,0/4,0/0,1.0,0,2.0,1.0,0.0,3,2,0,,black,False,True,True,True,https://www.amazon.ca/dp/B01N05CPU8?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
545,Fractal Design Define Mini C Tempered Glass Micro-ATX - black,$83.41 USD,Fractal Design,FD-CA-DEF-MINI-C-BK-TG,7350041085690,817301015691.0,212 mm,399 mm,399 mm,Micro-ATX,ATX,315 mm,172 mm,0/0,2/6,0/4,0/0,1.0,0,2.0,1.0,0.0,3,2,0,,black,True,True,True,True,https://www.amazon.ca/Fractal-Design-MicroATX-Cases-FD-CA-DEF-Mini-C-BK-TG/dp/B074KGTTML?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B074KGTTML
546,Fractal Design Define Nano S Mini-ITX - black Window,$76.16 USD,Fractal Design,FD-CA-DEF-NANO-S-BK-W,7350041084136,,203 mm,400 mm,330 mm,Mini-ITX,ATX,315 mm,160 mm,0/0,1/6,1/4,0/0,2.0,0,2.0,1.0,0.0,4,2,0,,black,True,True,True,True,https://www.amazon.ca/Fractal-Design-FD-CA-DEF-NANO-S-BK-W-Cases-FD-CA-DEF-Nano-S-BK-W/dp/B01BEH1YMA?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01BEH1YMA
547,Fractal Design Define R5 Black Pearl Midi-Tower - black,$101.55 USD,Fractal Design,FD-CA-DEF-R5-BK,7350041082583,817301012584.0,232 mm,531 mm,462 mm,ATX,ATX,310 mm,180 mm,0/0,0/7,2/9,0/0,,,,,,10,8,0,,black,False,True,True,True,https://www.amazon.ca/dp/B00Q2Z11QE?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
550,Fractal Design Define R5 Blackout Edition Midi-Tower - black Window,$140.41 USD,Fractal Design,FD-CA-DEF-R5-BKO-W,7350041083283,,232 mm,531 mm,462 mm,ATX,ATX,310 mm,180 mm,0/0,0/7,2/9,0/0,,,,,,10,8,0,,black,True,True,True,True,https://www.amazon.ca/Fractal-Design-Computer-Case-FD-CA-DEF-R5-BKO-W/dp/B00X13Z756?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00X13Z756
555,Fractal Design Define R6 Black Midi-Tower - black,$159.17 USD,Fractal Design,FD-CA-DEF-R6-BK,7350041085867,817301015868.0,233 mm,543 mm,465 mm,E-ATX,ATX,440 mm,185 mm,0/0,0/10,3/8,0/0,1.0,0,1.0,2.0,2.0,2,6,0,,black,True,True,True,True,https://www.amazon.ca/Fractal-Design-FD-CA-DEF-R6-BK-Define-Black/dp/B0793BNBY7?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B0793BNBY7
556,Fractal Design Define R6 Blackout Midi-Tower - black,$136.36 USD,Fractal Design,FD-CA-DEF-R6-BKO,7350041085874,817301015875.0,233 mm,543 mm,465 mm,E-ATX,ATX,300 mm,185 mm,0/0,0/12,3/10,0/0,1.0,0,1.0,2.0,2.0,10,8,0,,black,False,True,True,True,https://www.amazon.ca/Fractal-Design-Define-R6-Blackout/dp/B0793J48JK?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B0793J48JK
561,Fractal Design Define R6 USB-C Midi-Tower - grey,$168.05 USD,Fractal Design,FD-CA-DEF-R6C-GY,7340172701170,843276101176.0,233 mm,543 mm,465 mm,E-ATX,ATX,440 mm,185 mm,0/0,0/12,3/10,0/0,1.0,0,1.0,2.0,2.0,10,8,0,,"grey, gunmetal",False,True,True,True,https://www.amazon.ca/Fractal-Design-FD-CA-DEF-R6C-GY-Computer-Gunmetal/dp/B07HP9G1GM?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07HP9G1GM
562,Fractal Design Define R6 USB-C Midi-Tower - black,$169.09 USD,Fractal Design,FD-CA-DEF-R6C-BKO,7340172701156,843276101152.0,233 mm,543 mm,465 mm,E-ATX,ATX,440 mm,185 mm,0/0,0/9,3/7,0/0,1.0,0,0.0,1.0,1.0,2,0,0,,black,False,True,True,True,https://www.amazon.ca/Fractal-Design-FD-CA-DEF-R6C-BKO-Computer-Blackout/dp/B07HQKRCT4?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07HQKRCT4
563,Fractal Design Define R6 USB-C Midi-Tower - black/white,$145.07 USD,Fractal Design,FD-CA-DEF-R6C-BK,7340172701132,843276101138.0,233 mm,543 mm,465 mm,E-ATX,ATX,440 mm,185 mm,0/0,0/9,3/7,0/0,1.0,0,0.0,1.0,1.0,2,0,0,,black,False,True,True,True,https://www.amazon.ca/Fractal-Design-FD-CA-DEF-R6C-BK-Computer-Define/dp/B07HPB7MB2?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07HPB7MB2
564,Fractal Design Define R6 USB-C Midi-Tower - Tempered Glass - black/white,$163.2 USD,Fractal Design,FD-CA-DEF-R6C-BK-TGL,7340172701149,843276101145.0,233 mm,543 mm,465 mm,E-ATX,ATX,440 mm,185 mm,0/0,0/9,3/7,0/0,1.0,0,0.0,1.0,1.0,2,0,0,,black,True,True,True,True,https://www.amazon.ca/Fractal-Design-FD-CA-DEF-R6C-BK-TGL-Computer-Define/dp/B07HQKF7F2?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07HQKF7F2
566,"Fractal Design Define R6 USB-C Midi-Tower - Tempered Glass, black",$163.2 USD,Fractal Design,FD-CA-DEF-R6C-BKO-TGL,7340172701163,843276101169.0,233 mm,543 mm,465 mm,E-ATX,ATX,440 mm,185 mm,0/0,0/9,3/7,0/0,1.0,0,0.0,1.0,1.0,2,0,0,,black,True,True,True,True,https://www.amazon.ca/Fractal-Design-FD-CA-DEF-R6C-BKO-TGL-Computer-Blackout/dp/B07HP4NXWB?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07HP4NXWB
567,"Fractal Design Define R6 USB-C Midi-Tower - Tempered Glass, white",$197.13 USD,Fractal Design,FD-CA-DEF-R6C-WT-TGC,7340172701200,843276101206.0,233 mm,543 mm,465 mm,E-ATX,ATX,440 mm,185 mm,0/0,0/9,3/7,0/0,1.0,0,0.0,1.0,1.0,2,0,0,,white,True,True,True,True,https://www.amazon.ca/dp/B07HQK9HVY?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
568,Fractal Design Define R6 USB-C Midi-Tower - white,$144.3 USD,Fractal Design,FD-CA-DEF-R6C-WT,7340172701194,843276101190.0,233 mm,543 mm,465 mm,E-ATX,ATX,440 mm,185 mm,0/0,0/12,3/10,0/0,1.0,0,1.0,1.0,2.0,10,8,0,,white,False,True,True,True,https://www.amazon.ca/Fractal-Design-FD-CA-DEF-R6C-WT-Computer-Define/dp/B07HP9KGSX?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07HP9KGSX
570,Fractal Design Define R6 White Tempered Glass Midi-Tower - white,$179.88 USD,Fractal Design,FD-CA-DEF-R6-WT-TG,7350041085928,817301015929.0,233 mm,543 mm,465 mm,E-ATX,ATX,440 mm,185 mm,0/0,0/9,3/8,0/0,1.0,0,1.0,2.0,2.0,2,6,0,,white,True,True,True,True,https://www.amazon.ca/Fractal-Design-FDCADEFR6WTTG-Define-White/dp/B0793C119R?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B0793C119R
573,"Fractal Design Define S2 Blackout Midi-Tower, Tempered Glass, isolated - black",$141.44 USD,Fractal Design,FD-CA-DEF-S2-BKO-TGL,7340172701071,843276101077.0,233 mm,543 mm,465 mm,E-ATX,ATX,440 mm,185 mm,0/0,0/9,3/9,0/0,1.0,0,0.0,2.0,2.0,2,0,0,,black,False,True,True,True,https://www.amazon.ca/Fractal-Design-Define-S2-Water-Cooling/dp/B07JGH5BJK?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07JGH5BJK
574,"Fractal Design Define S2 Midi-Tower, Tempered Glass - white",$159.58 USD,Fractal Design,FD-CA-DEF-S2-WT-TGC,7340172701057,843276101053.0,233 mm,543 mm,465 mm,E-ATX,ATX,440 mm,185 mm,0/0,0/9,3/9,0/0,1.0,0,0.0,1.0,1.0,2,0,0,,white,True,True,True,True,https://www.amazon.ca/dp/B07JDYV48T?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
575,"Fractal Design Define S2 Midi-Tower, Tempered Glass, isolated - grey",$134.19 USD,Fractal Design,FD-CA-DEF-S2-GY-TGL,7340172701064,843276101060.0,233 mm,543 mm,465 mm,E-ATX,ATX,440 mm,185 mm,0/0,0/9,3/9,0/0,1.0,0,0.0,1.0,2.0,2,0,0,,"gunmetal, black",True,True,True,True,https://www.amazon.ca/dp/B07JG5DHMX?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
576,"Fractal Design Define S2 Midi-Tower, Tempered Glass, isolated - black/white",$159.58 USD,Fractal Design,FD-CA-DEF-S2-BK-TGL,7340172701040,843276101046.0,233 mm,543 mm,465 mm,E-ATX,ATX,440 mm,185 mm,0/0,0/9,3/9,0/0,1.0,0,0.0,2.0,2.0,2,0,0,,black,True,True,True,True,https://www.amazon.ca/dp/B07JFVLT7G?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
577,"Fractal Design Define S2 Vision Blackout Midi-Tower, Tempered Glass - black",$202.37 USD,Fractal Design,FD-CA-DEF-S2V-BKO-TGD,7340172701767,843276101763.0,233 mm,543 mm,465 mm,E-ATX,ATX,440 mm,185 mm,0/0,0/9,4/9,0/0,0.0,0,1.0,0.0,2.0,2,0,0,,"black, transparent",True,True,True,False,https://www.amazon.ca/Fractal-Design-Blackout-Tempered-Computer/dp/B07R5TM38P?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07R5TM38P
578,"Fractal Design Define S2 Vision RGB Midi-Tower, Tempered Glass - black",$217.61 USD,Fractal Design,FD-CA-DEF-S2V-RGB-BKO-TGD,7340172701750,843276101756.0,233 mm,543 mm,465 mm,E-ATX,ATX,440 mm,185 mm,0/0,0/9,4/9,0/0,0.0,0,1.0,0.0,2.0,2,0,0,,"black, transparent",True,True,True,False,https://www.amazon.ca/dp/B07RBTY768?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
585,Fractal Design Focus G Midi-Tower - blue Window,$47.87 USD,Fractal Design,FD-CA-FOCUS-BU-W,7350041085164,817301015165.0,205 mm,464 mm,444 mm,ATX,ATX,380 mm,165 mm,0/0,2/6,0/4,0/0,1.0,0,2.0,1.0,0.0,1,2,0,,blue,True,True,True,False,https://www.amazon.ca/Fractal-Design-FD-CA-Focus-BU-W-Computer-Petrol/dp/B074PTQHJH?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B074PTQHJH
586,Fractal Design Focus G Midi-Tower - grey Window,$54.4 USD,Fractal Design,FD-CA-FOCUS-GY-W,7350041085140,817301015141.0,205 mm,464 mm,444 mm,ATX,ATX,380 mm,165 mm,0/0,2/6,0/4,0/0,1.0,0,2.0,1.0,0.0,1,2,0,,gray,True,True,True,False,https://www.amazon.ca/Fractal-Design-FD-CA-Focus-GY-W-Computer-Gunmetal/dp/B074PTNZ7F?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B074PTNZ7F
587,Fractal Design Focus G Midi-Tower - red Window,$64.54 USD,Fractal Design,FD-CA-FOCUS-RD-W,7350041085188,817301015189.0,205 mm,464 mm,444 mm,ATX,ATX,380 mm,165 mm,0/0,2/6,0/4,0/0,1.0,0,2.0,1.0,0.0,3,2,0,,red,True,True,True,False,https://www.amazon.ca/dp/B074PTN1KR?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
588,Fractal Design Focus G Midi-Tower - white Window,$51.49 USD,Fractal Design,FD-CA-FOCUS-WT-W,7350041085126,817301015127.0,205 mm,464 mm,444 mm,ATX,ATX,380 mm,165 mm,0/0,2/6,0/4,0/0,1.0,0,2.0,1.0,0.0,3,2,0,,white,True,True,True,False,https://www.amazon.ca/Fractal-Design-FD-CA-Focus-WT-W-Tower-Computer/dp/B071G4KDKG?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B071G4KDKG
589,Fractal Design Focus G Mini Micro-ATX - black Window,$54.4 USD,Fractal Design,FD-CA-FOCUS-MINI-BK-W,7350041084914,817301014915.0,205 mm,464 mm,383 mm,Micro-ATX,ATX,380 mm,165 mm,0/0,2/6,0/3,0/0,1.0,0,2.0,0.0,0.0,3,2,0,,black,True,True,True,False,https://www.amazon.ca/Fractal-Design-MicroATX-Case-FD-CA-Focus-Mini-BK-W/dp/B072JC4SCN?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B072JC4SCN
590,Fractal Design Meshify S2 Midi-Tower - black,$170.59 USD,Fractal Design,FD-CA-MESH-S2-BKO,7340172701446,,233 mm,538 mm,465 mm,E-ATX,ATX,440 mm,185 mm,0/0,0/9,3/9,0/0,1.0,0,0.0,1.0,1.0,2,0,0,,black,False,True,True,False,https://www.amazon.ca/Fractal-Design-Meshify-Performance-Water-Cooling/dp/B07N48TS26?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07N48TS26
593,Fractal Design Meshify S2 TG Midi-Tower - white,$152.32 USD,Fractal Design,FD-CA-MESH-S2-WT-TGC,7340172701477,843276101473.0,233 mm,538 mm,465 mm,E-ATX,ATX,440 mm,185 mm,0/0,0/9,3/9,0/0,1.0,0,0.0,1.0,2.0,2,0,0,,white,True,True,True,False,https://www.amazon.ca/dp/B07N46G3VK?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
594,Fractal Design Node 304 Mini-ITX - black,$87.04 USD,Fractal Design,FD-CA-NODE-304-BL,7350041080978,817301010979.0,250 mm,374 mm,210 mm,Mini-ITX,ATX,310 mm,165 mm,0/0,0/0,1/1,0/0,0.0,0,0.0,0.0,0.0,6,6,0,,black,False,True,False,False,https://www.amazon.ca/dp/B009LHF4FO?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
596,Fractal Design Node 804 Micro-ATX - black Window,$125.91 USD,Fractal Design,FD-CA-NODE-804-BL-W,7350041082019,817301012010.0,344 mm,389 mm,307 mm,Micro-ATX,ATX,320 mm,160 mm,0/0,2/3,0/0,0/0,0.0,0,2.0,1.0,0.0,4,10,0,,black,True,True,True,False,https://www.amazon.ca/dp/B00K6OVG0I?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
605,"Fractal Design Vector RS, Midi-Tower, Tempered Glass - black",$212.27 USD,Fractal Design,FD-C-VER1A-01,7340172701965,843276101961.0,233 mm,552 mm,498 mm,E-ATX,ATX,465 mm,185 mm,0/0,0/9,3/9,0/0,1.0,0,0.0,2.0,1.0,4,0,0,,black,True,True,True,True,https://www.amazon.ca/dp/B07Y2RDWG3?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
606,Graphite Series 380T Yellow Portable Mini ITX,$56.48 USD,Corsair,CC-9011065-WW,5695696130350,809185807042.0,292 mm,356 mm,393 mm,Mini-ITX,ATX,290 mm,150 mm,0/0,1/5,1/0,0/0,,,,,,2,0,2,,yellow,False,False,False,False,https://www.amazon.ca/CORSAIR-Liquid-Cooler-Radiator-120mm-Fan/dp/B00A0HZMGA?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00A0HZMGA
607,Graphite Series 780T White Full-Tower,$243.15 USD,Corsair,CC-9011059-WW,5052184597192,843591049849.0,288 mm,602 mm,637 mm,E-ATX,ATX,355 mm,200 mm,0/0,0/8,3/4,0/0,,,,,,3,0,6,,white,False,False,False,False,https://www.amazon.ca/dp/B00LA6ZLGQ?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
616,IN WIN 305 Midi-Tower - white,$128.96 USD,IN WIN,305 WHITE,4710474944576,,248 mm,485 mm,500 mm,ATX,ATX,350 mm,160 mm,0/0,0/7,0/0,0/0,,,,,,2,2,0,,white,True,True,True,False,https://www.amazon.ca/Win-305-White-Computer-Tempered/dp/B07JY1LBKM?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07JY1LBKM
621,IN WIN 901 Design Mini-ITX Tower - black,$197.59 USD,IN WIN,901 BLACK,4710474936175,827955016029.0,173 mm,400 mm,350 mm,Mini-ITX,ATX,300 mm,130 mm,0/0,0/2,0/0,0/0,1.0,0,0.0,0.0,0.0,2,2,0,,black,True,True,False,False,https://www.amazon.ca/dp/B01E6AP8MY?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
627,InWin 101 Midi-Tower - black,$57.29 USD,IN WIN,101 BLACK,4710474943678,827955023508.0,220 mm,480 mm,445 mm,Micro-ATX,ATX,421 mm,160 mm,0/0,0/6,0/0,0/0,1.0,0,1.0,0.0,1.0,2,2,0,,black,True,True,True,False,https://www.amazon.ca/dp/B0721TZGKC?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
628,InWin 101 Midi-Tower - white,$57.29 USD,IN WIN,101 WHITE,4710474943661,827955023492.0,220 mm,480 mm,445 mm,Micro-ATX,ATX,421 mm,160 mm,0/0,0/6,0/0,0/0,1.0,0,1.0,0.0,1.0,2,2,0,,white,True,True,True,False,https://www.amazon.ca/dp/B0721TZFDR?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
633,InWin 301 Micro-ATX - black,$72.53 USD,IN WIN,301 BLACK,4710474943180,827955023010.0,208 mm,370 mm,365 mm,Micro-ATX,ATX,330 mm,158 mm,0/0,0/5,0/0,0/0,1.0,0,1.0,0.0,0.0,3,1,0,,black,True,True,True,False,https://www.amazon.ca/dp/B07229QBYM?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
634,InWin 301 Micro-ATX - white,$72.53 USD,IN WIN,301 WHITE,4710474943197,827955023027.0,208 mm,370 mm,365 mm,Micro-ATX,ATX,330 mm,158 mm,0/0,0/5,0/0,0/0,1.0,0,1.0,0.0,0.0,3,1,0,,white,True,True,True,False,https://www.amazon.ca/dp/B06XXSWWX6?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
636,InWin 301C Micro-ATX - black,$100.11 USD,IN WIN,301C Black,4710474943838,,208 mm,370 mm,365 mm,Micro-ATX,ATX,330 mm,158 mm,0/0,0/5,0/0,0/0,1.0,0,1.0,0.0,0.0,2,1,0,,black,True,True,True,False,https://www.amazon.ca/Win-301C-Black-Sync-Ready-Micro-ATX/dp/B074WHG477?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B074WHG477
637,InWin 301C Micro-ATX - white,$97.06 USD,IN WIN,301C White,4710474943845,,208 mm,370 mm,365 mm,Micro-ATX,ATX,330 mm,158 mm,0/0,0/5,0/0,0/0,1.0,0,1.0,0.0,0.0,2,1,0,,white,True,True,True,False,https://www.amazon.ca/Win-301C-White-Micro-ATX-Mini-ITX/dp/B077Y6T43Q?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B077Y6T43Q
639,InWin 303 Midi-Tower - white,$133.45 USD,IN WIN,303 White,4710474940110,827955019709.0,215 mm,480 mm,500 mm,E-ATX,ATX,350 mm,160 mm,0/0,0/7,0/0,0/0,1.0,0,0.0,0.0,1.0,3,2,0,,white,True,True,True,False,https://www.amazon.ca/dp/B01HHBY0JQ?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
646,"InWin 309 Midi-Tower, RGB, Tempered Glass - black",$217.61 USD,IN WIN,IW-309-Black,4710474947874,,238 mm,553 mm,500 mm,ATX,ATX,350 mm,160 mm,0/0,4/7,0/0,0/0,1.0,0,0.0,0.0,2.0,2,2,0,,black,True,True,True,False,https://www.amazon.ca/InWin-Addressable-Front-Panel-ARGB/dp/B07VH2GZFM?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07VH2GZFM
661,"InWin A1 Plus Mini-ITX, inkl. 650 Watt - black",$144.34 USD,IN WIN,A1 PLUS BLACK,4710474947614,827955027452.0,224 mm,357 mm,273 mm,Mini-ITX,ATX,320 mm,160 mm,0/0,2/4,0/0,0/0,1.0,0,0.0,0.0,0.0,2,0,0,,black,True,True,True,False,https://www.amazon.ca/dp/B07RMLG667?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
662,"InWin A1 Plus Mini-ITX, inkl. 650 Watt - white",$166.83 USD,IN WIN,A1 PLUS WHITE,4710474947607,827955027445.0,224 mm,357 mm,273 mm,Mini-ITX,ATX,320 mm,160 mm,0/0,2/4,0/0,0/0,1.0,0,0.0,0.0,0.0,2,0,0,,white,True,True,True,False,https://www.amazon.ca/dp/B07RSD1KR4?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
784,"Lian Li LANCOOL 216 RGB, E-ATX, Midi-Tower - black",$108.8 USD,Lian Li,LANCOOL216RX,4718466012944,,235 mm,481 mm,492 mm,E-ATX,ATX,392 mm,1805 mm,0/0,0/10,1/7,0/0,0.0,0,1.0,2.0,2.0,4,0,0,,black,False,True,False,False,https://www.amazon.ca/dp/B0BN3SY5XW?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
