,Name,Price,Producer,MPN,EAN,UPC,Ram Type,Size,Clock,Timings,Sticks,Product Page
530,Corsair Dominator Platinum Series 64GB,$867.89 USD,Corsair,CMD64GX4M4B3466C16,843591087964,843591087964.0,DDR4-3466,64 GB,3466,16-18-18-36,4,https://www.amazon.ca/CORSAIR-DOMINATOR-PLATINUM-3466MHz-Desktop/dp/B01CYILXA6?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01CYILXA6
531,Corsair Dominator Platinum Series 64GB,$894.11 USD,Corsair,CMD64GX4M4B3333C16,843591084949,843591084949.0,DDR4-3333,64 GB,3333,16-18-18-36,4,https://www.amazon.ca/CORSAIR-DOMINATOR-PLATINUM-3333MHz-Desktop/dp/B01BYMNCJI?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01BYMNCJI
532,Corsair Dominator Platinum Series 64GB,$996.83 USD,Corsair,CMD64GX4M8A2666C15,4056572729623,843591055451.0,DDR4-2666,64 GB,2666,15-17-17-35,8,https://www.amazon.ca/Corsair-Dominator-Platinum-2666MHz-CMD64GX4M8A2666C15/dp/B00Q85WL8U?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00Q85WL8U
533,"Corsair Dominator Platinum Series DDR4-2400, CL14 - 32 GB Quad Kit",$384.44 USD,Corsair,CMD32GX4M4A2400C14,843591055109,,DDR4-2400,32 GB,2400,14-16-16-31,4,https://www.amazon.ca/Corsair-CMD32GX4M4A2400C14-Dominator-Platinum-2400MHz/dp/B00OTJZU7G?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00OTJZU7G
534,Corsair Dominator Platinum Series DDR4-2666,$96.9 USD,Corsair,CMD16GX4M2A2666C15,843591069571,,DDR4-2666,16 GB,2666,15-17-17-35,2,https://www.amazon.ca/dp/B0134ETCY8?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
535,Corsair Dominator Platinum Series DDR4-2666,$189.32 USD,Corsair,CMD32GX4M4A2666C15,843591055475,,DDR4-2666,32 GB,2666,15-17-17-35,4,https://www.amazon.ca/Corsair-DOMINATOR%C2%AE-Platinum-PC4-21300-CMD32GX4M4A2666C15/dp/B00NP68UJE?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00NP68UJE
536,"Corsair Dominator Platinum Series DDR4-2666, CL16 - 16 GB Quad Kit",$110.97 USD,Corsair,CMD16GX4M4A2666C16,843591055628,,DDR4-2666,16 GB,2666,16-18-18-35,4,https://www.amazon.ca/Corsair-DOMINATOR-Platinum-PC4-21300-CMD16GX4M4A2666C16/dp/B00NP636LG?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00NP636LG
537,"Corsair Dominator Platinum Series DDR4-3000, CL15 - 16 GB Quad Kit",$271.86 USD,Corsair,CMD16GX4M4B3000C15,843591055970,,DDR4-3000,16 GB,3000,15-17-17-35,4,https://www.amazon.ca/Corsair-Dominator-Platinum-Memory-CMD16GX4M4B3000C15/dp/B00NP6671M?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00NP6671M
539,"Corsair Dominator Platinum Series DDR4-3200, CL16 - 16 GB Quad Kit",$119.11 USD,Corsair,CMD16GX4M4C3200C16,843591072762,843591072762.0,DDR4-3200,16 GB,3200,16-18-18-36,4,https://www.amazon.ca/Corsair-Dominator-Platinum-3200MHz-Memory/dp/B0196QN2NU?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B0196QN2NU
551,Corsair Dominator Platinum Series — 16GB,$156.71 USD,Corsair,CMD16GX3M2A2400C11,843591048194,843591048194.0,DDR3-2400,16 GB,2400,11-13-13-31,2,https://www.amazon.ca/Corsair-Dominator-Platinum-2400MHz-CMD16GX3M2A2400C11/dp/B00J128GQS?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00J128GQS
552,Corsair LED 32GB,$293.76 USD,Corsair,CMU32GX4M4C3200C16,843591090421,843591090421.0,DDR4-3200,32 GB,3200,16-18-18-36,4,https://www.amazon.ca/CORSAIR-VENGEANCE-3200MHz-Desktop-Memory/dp/B01LYELPLO?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01LYELPLO
553,Corsair LED 32GB,$679.27 USD,Corsair,CMU64GX4M4A2666C16B,843591095952,843591095952.0,DDR4-2666,64 GB,2666,16-18-18-35,4,https://www.amazon.ca/Corsair-Vengeance-4x16GB-2666MHz-Desktop/dp/B06Y24KDBQ?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B06Y24KDBQ
561,Corsair Low Profile — 32GB Dual/Quad Channel DDR3 Memory Kit,$173.36 USD,Corsair,CML32GX3M4A1600C10,843591024389,843591024389.0,DDR3-1600,32 GB,1600,10-10-10-27,4,https://www.amazon.ca/Vengeance-4x8gb-1600mhz-Pc3-12800-10-11-10-30/dp/B0088JQ2Z2?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B0088JQ2Z2
563,Corsair Low Profile — 4GB Dual Channel DDR3 Memory Kit,$36.95 USD,Corsair,CML4GX3M2A1600C9,4054318037018,843591014717.0,DDR3-1600,4 GB,1600,9-9-9-24,2,https://www.amazon.ca/Corsair-Vengeance-Desktop-Memory-CML4GX3M2A1600C9/dp/B0056J1GTO?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B0056J1GTO
565,Corsair Low Profile — 8GB Dual Channel DDR3 Memory Kit,$60.65 USD,Corsair,CML8GX3M2A1600C9R,843591029766,843591029766.0,DDR3-1600,8 GB,1600,9-9-9-24,2,https://www.amazon.ca/dp/B0093HKZ9W?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
567,Corsair LP 4GB,$47.43 USD,Corsair,CML4GX3M1C1600C9,4056572724383,843591058575.0,DDR3L-1600,4 GB,1600,9-9-9-24,1,https://www.amazon.ca/Corsair-Vengeance-1600MHz-Memory-CML4GX3M1C1600C9/dp/B0123ZC8H2?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B0123ZC8H2
568,Corsair LP 8GB,$76.54 USD,Corsair,CML8GX3M1C1600C9,843591058582,843591058582.0,DDR3L-1600,8 GB,1600,9-9-9-24,1,https://www.amazon.ca/Corsair-Vengeance-1600MHz-Memory-Systems/dp/B0123ZCI90?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B0123ZCI90
573,Corsair LPX 128GB,$467.86 USD,Corsair,CMK128GX4M8B3000C16,843591084307,843591084307.0,DDR4-3000,128 GB,3000,16-18-18-36,8,https://www.amazon.ca/dp/B019X5RN84?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
580,Corsair LPX 16GB,$43.52 USD,Corsair,CMK16GX4M4B3200C16,4053162965775,843591070454.0,DDR4-3200,16 GB,3200,16-18-18-36,4,https://www.amazon.ca/dp/B0143UM4TC?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
581,Corsair LPX 16GB,$72.53 USD,Corsair,CMK16GX4M1B3000C15,843591084253,843591084253.0,DDR4-3000,16 GB,3000,15-17-17-35,1,https://www.amazon.ca/dp/B019HVSNA6?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
582,Corsair LPX 16GB,$76.88 USD,Corsair,CMK16GX4M2A2400C14,4053162934429,881119414939.0,DDR4-2400,16 GB,2400,14-16-16-31,2,https://www.amazon.ca/Corsair-Vengeance-Systems-PC4-19200-CMK16GX4M2A2400C14/dp/B00S51XHUQ?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00S51XHUQ
583,Corsair LPX 16GB,$94.29 USD,Corsair,CMK16GX4M4A2400C14,4053162575332,843591054911.0,DDR4-2400,16 GB,2400,14-16-16-31,4,https://www.amazon.ca/dp/B00OTJZTJU?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
584,Corsair LPX 16GB,$109.32 USD,Corsair,CMK16GX4M1A2400C14,843591084246,843591084246.0,DDR4-2400,16 GB,2400,14-16-16-31,1,https://www.amazon.ca/Corsair-Vengeance-1x16GB-2400MHz-Memory/dp/B019HVQJ2U?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B019HVQJ2U
585,Corsair LPX 16GB,$117.8 USD,Corsair,CMK16GX4M4A2666C16B,5054629447727,843591056540.0,DDR4-2666,16 GB,2666,16-18-18-35,4,https://www.amazon.ca/Corsair-Vengeance-2666MHz-PC4-21300-Memory/dp/B00PC9H6AQ?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00PC9H6AQ
586,Corsair LPX 16GB,$129.83 USD,Corsair,CMK16GX4M2A2400C14R,3609920147559,843591069588.0,DDR4-2400,16 GB,2400,14-16-16-31,2,https://www.amazon.ca/Corsair-2400MHz-Memory-Systems-CMK16GX4M2A2400C14R/dp/B0123ZC250?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B0123ZC250
587,Corsair LPX 16GB,$216.52 USD,Corsair,CMK16GX4M2E4000C19R,843591022989,843591022989.0,DDR4-4000,16 GB,4000,19-23-23-45,2,https://www.amazon.ca/dp/B072F2JCY2?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
588,Corsair LPX 16GB,$248.62 USD,Corsair,CMK16GX4M2B4266C19R,843591097833,843591097833.0,DDR4-4266,16 GB,4266,19-26-26-46,2,https://www.amazon.ca/Corsair-Vengeance-2x8GB-Intel-CMK16GX4M2B4266C19R/dp/B01N6PE19B?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01N6PE19B
589,Corsair LPX 16GB,$271.86 USD,Corsair,CMK16GX4M4B3200C15,8502201635361,843591055970.0,DDR4-3200,16 GB,3200,15-17-17-35,4,https://www.amazon.ca/Corsair-Dominator-Platinum-Memory-CMD16GX4M4B3000C15/dp/B00NP6671M?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00NP6671M
593,Corsair LPX 32GB,$192.22 USD,Corsair,CMK32GX4M2A2400C14,4056572732272,843591069533.0,DDR4-2400,32 GB,2400,14-16-16-31,2,https://www.amazon.ca/dp/B0134EU9YA?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
594,Corsair LPX 32GB,$314.56 USD,Corsair,CMK32GX4M4B4000C19R,843591097758,843591097758.0,DDR4-4000,32 GB,4000,19-23-23-45,4,https://www.amazon.ca/Corsair-CMK32GX4M4B4000C19R-Vengeance-4000MHz-Memory/dp/B01N9Q6EM0?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01N9Q6EM0
595,Corsair LPX 32GB,$517.45 USD,Corsair,CMK32GX4M4B3866C18R,843591096454,843591096454.0,DDR4-3866,32 GB,3866,18-22-22-40,4,https://www.amazon.ca/Corsair-Vengeance-3866Mhz-PC4-30900-Intel/dp/B071R6GH87?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B071R6GH87
611,Corsair Pro Series — 16GB,$109.6 USD,Corsair,CMY16GX3M2A1600C9A,843591043359,843591043359.0,DDR3-1600,16 GB,1600,9-9-9-24,2,https://www.amazon.ca/Corsair-Vengeance-Desktop-Memory-CMY16GX3M2A1600C9A/dp/B00DECV9IS?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00DECV9IS
612,Corsair Pro Series — 16GB,$132.14 USD,Corsair,CMY16GX3M2B2133C11,4054318731862,843591083829.0,DDR3-2133,16 GB,2133,11-12-12-27,2,https://www.amazon.ca/Corsair-Vengeance-2x8GB-2133MHz-Memory/dp/B019HVNT3C?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B019HVNT3C
613,Corsair Pro Series — 16GB,$145.28 USD,Corsair,CMY16GX3M2A2400C11R,5054484563815,843591046305.0,DDR3-2400,16 GB,2400,11-13-13-31,2,https://www.amazon.ca/Corsair-Vengeance-2400MHz-Memory-CMY16GX3M2A2400C11A/dp/B00FMRV8I4?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00FMRV8I4
617,Corsair Pro Series — 32GB,$181.34 USD,Corsair,CMY32GX3M4A1600C9,843591042222,843591042222.0,DDR3-1600,32 GB,1600,9-9-9-24,4,https://www.amazon.ca/dp/B00D6E5JMQ?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
618,Corsair Pro Series — 32GB,$188.59 USD,Corsair,CMY32GX3M4A1600C9R,843591042239,801940123756.0,DDR3-1600,32 GB,1600,9-9-9-24,4,https://www.amazon.ca/dp/B00D6E5K2A?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
619,Corsair Pro Series — 32GB,$223.4 USD,Corsair,CMY32GX3M4A1600C9B,846830018781,53268445526.0,DDR3-1600,32 GB,1600,9-9-9-24,4,https://www.amazon.ca/Corsair-Vengeance-32GB-1600MHz-Memory/dp/B00DRIKQM4?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00DRIKQM4
632,Corsair Pro Series — 8GB,$49.32 USD,Corsair,CMY8GX3M2A1600C9,843591041959,843591041959.0,DDR3-1600,8 GB,1600,9-9-9-24,2,https://www.amazon.ca/Corsair-Vengeance-Desktop-Memory-CMY8GX3M2A1600C9/dp/B00D2LGT4K?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00D2LGT4K
633,Corsair Pro Series — 8GB,$59.21 USD,Corsair,CMY8GX3M2A1600C9A,4054843374091,843591045070.0,DDR3-1600,8 GB,1600,9-9-9-24,2,https://www.amazon.ca/Corsair-Vengeance-Desktop-Memory-CMY8GX3M2A1600C9A/dp/B00EAMP55E?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00EAMP55E
634,Corsair Pro Series — 8GB,$63.81 USD,Corsair,CMY8GX3M2A1600C9B,13201073407,843591041966.0,DDR3-1600,8 GB,1600,9-9-9-24,2,https://www.amazon.ca/Corsair-Vengeance-Desktop-Memory-CMY8GX3M2A1600C9B/dp/B00D2LGTEA?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00D2LGTEA
635,Corsair Pro Series — 8GB,$70.54 USD,Corsair,CMY8GX3M2A1600C9R,5054531412332,843591041973.0,DDR3-1600,8 GB,1600,9-9-9-24,2,https://www.amazon.ca/Corsair-Vengeance-Desktop-Memory-CMY8GX3M2A1600C9R/dp/B00D2LGT72?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00D2LGT72
636,Corsair RGB 16GB,$111.7 USD,Corsair,CMR16GX4M2A2666C16,843591028431,843591028431.0,DDR4-2666,16 GB,2666,16-18-18-35,2,https://www.amazon.ca/CORSAIR-Vengeance-2666MHz-Desktop-Memory/dp/B06ZY7LPNS?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B06ZY7LPNS
637,Corsair RGB 16GB,$132.74 USD,Corsair,CMR16GX4M2C3000C15,8435910971928,843591097192.0,DDR4-3000,16 GB,3000,15-17-17-35,2,https://www.amazon.ca/CORSAIR-Vengeance-3000MHz-Desktop-Memory/dp/B06XRFNWHK?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B06XRFNWHK
638,Corsair RGB 32GB,$242.91 USD,Corsair,CMR32GX4M4A2666C16,843591028455,843591028455.0,DDR4-2666,32 GB,2666,16-18-18-35,4,https://www.amazon.ca/CORSAIR-Vengeance-2666MHz-Desktop-Memory/dp/B06ZXY4CNS?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B06ZXY4CNS
639,Corsair RGB 32GB,$244.44 USD,Corsair,CMR32GX4M4C3000C15,843591097239,843591097239.0,DDR4-3000,32 GB,3000,15-17-17-35,4,https://www.amazon.ca/CORSAIR-Vengeance-3000MHz-Desktop-Memory/dp/B06XRG59PK?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B06XRG59PK
640,Corsair RGB 32GB,$279.76 USD,Corsair,CMR32GX4M4C3200C16,843591097246,843591097246.0,DDR4-3200,32 GB,3200,16-18-18-36,4,https://www.amazon.ca/CORSAIR-Vengeance-3200MHz-Desktop-Memory/dp/B071YZVXW5?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B071YZVXW5
641,Corsair RGB 32GB,$354.92 USD,Corsair,CMR32GX4M4C3600C18,843591030236,843591030236.0,DDR4-3600,32 GB,3600,18-19-19-39,4,https://www.amazon.ca/CORSAIR-Vengeance-3600MHz-Desktop-Memory/dp/B072BQXQSR?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B072BQXQSR
642,Corsair RGB 32GB,$410.17 USD,Corsair,CMR32GX4M4C3333C16,843591030205,843591030205.0,DDR4-3333,32 GB,3333,16-18-18-36,4,https://www.amazon.ca/Corsair-Vengeance-3333MHz-Desktop-Memory/dp/B071CW3YK5?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B071CW3YK5
643,Corsair RGB 32GB,$438.42 USD,Corsair,CMR32GX4M4C3466C16,843591021340,843591021340.0,DDR4-3466,32 GB,3466,16-18-18-36,4,https://www.amazon.ca/CORSAIR-Vengeance-3466MHz-Desktop-Memory/dp/B06ZXY5XMW?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B06ZXY5XMW
644,Corsair RGB 64GB,$557.63 USD,Corsair,CMR64GX4M8A2666C16,843591027892,843591027892.0,DDR4-2666,64 GB,2666,16-18-18-35,8,https://www.amazon.ca/CORSAIR-Vengeance-2666MHz-Desktop-Memory/dp/B06ZXY642N?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B06ZXY642N
645,Corsair SO-Dimm Vengeance Series DDR4-3000,$76.16 USD,Corsair,CMSX16GX4M2A3000C16,843591094061,,DDR4-3000,16 GB,3000,16-18-18-36,2,https://www.amazon.ca/dp/B01LNTJEHQ?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
649,Corsair ValueSelect,$30.46 USD,Corsair,CMSO8GX4M1A2133C15,843591067379,,DDR4-2133,8 GB,2133,15-15-15-36,1,https://www.amazon.ca/Corsair-Module-2133MHz-Unbuffered-SODIMM/dp/B0143UM6Y0?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B0143UM6Y0
650,Corsair ValueSelect,$67.85 USD,Corsair,CMSO16GX4M1A2133C15,843591068147,,DDR4-2133,16 GB,2133,15-15-15-36,1,https://www.amazon.ca/dp/B01ACODGMC?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
652,Corsair ValueSelect DDR3-1333 CL9,$19.84 USD,Corsair,CMV4GX3M1A1333C9,843591010061,,DDR3-1333,4 GB,1333,,1,https://www.amazon.ca/Corsair-PC3-10666-240-Pin-Memory-CMV4GX3M1A1333C9/dp/B003XFT3XE?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B003XFT3XE
653,Corsair ValueSelect DDR3-1333 CL9,$34.86 USD,Corsair,CMV8GX3M1A1333C9,843591020916,,DDR3-1333,8 GB,1333,,1,https://www.amazon.ca/Corsair-1333Mhz-240-Pin-Single-CMV8GX3M1A1333C9/dp/B007EHKXRW?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B007EHKXRW
654,Corsair ValueSelect DDR3-1333 CL9,$40.64 USD,Corsair,CMV4GX3M2A1333C9,843591006552,,DDR3-1333,4 GB,1333,,2,https://www.amazon.ca/Corsair-CMV4GX3M2A1333C9-240-pin-Server-Memory/dp/B002TISFCG?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B002TISFCG
655,Corsair ValueSelect DDR3-1333 CL9,$89.21 USD,Corsair,CMV16GX3M2A1333C9,843591020909,843591020909.0,DDR3-1333,16 GB,1333,,2,https://www.amazon.ca/Corsair-1333Mhz-240-Pin-Channel-CMV16GX3M2A1333C9/dp/B007EHKXS6?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B007EHKXS6
656,Corsair ValueSelect Series DDR4-2133,$25.0 USD,Corsair,CMV8GX4M1A2133C15,843591052955,843591052955.0,DDR4-2133,8 GB,2133,15-15-15-36,1,https://www.amazon.ca/dp/B00SV7IILC?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
657,Corsair Vengeance,$116.05 USD,Corsair,CMK32GX5M2B6400C36,840006666127,,DDR5-6400,32 GB,6400,36-48-48-104,2,https://www.amazon.ca/dp/B0BXHCNK8J?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
658,Corsair Vengeance,$126.93 USD,Corsair,CMK32GX5M2B6800C40,840006666387,,DDR5-6800,32 GB,6800,40-50-50-110,2,https://www.amazon.ca/dp/B0BXHDXLPT?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
659,Corsair Vengeance,$142.17 USD,Corsair,CMK32GX5M2X7000C34,840006600404,,DDR5-7000,32 GB,7000,34-42-42-96,2,https://www.amazon.ca/dp/B0BLSSGP3Q?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
660,Corsair Vengeance,$151.59 USD,Corsair,CMK64GX5M2B5200C40,840006661245,,DDR5-5200,64 GB,5200,40-40-40-77,2,https://www.amazon.ca/dp/B09R7S7PXC?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
661,Corsair Vengeance,$158.84 USD,Corsair,CMK48GX5M2B5200C38,840006665014,,DDR5-5200,48 GB,5200,38-38-38-84,2,https://www.amazon.ca/dp/B0BVN1YZGD?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
662,Corsair Vengeance,$163.2 USD,Corsair,CMK32GX5M2X7200C34,840006600411,,DDR5-7200,32 GB,7200,34-44-96,2,https://www.amazon.ca/dp/B0BLSW14F9?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
663,Corsair Vengeance,$164.4 USD,Corsair,CMK48GX5M2B5600C40,840006665021,,DDR5-5600,48 GB,5600,40-40-40-77,2,https://www.amazon.ca/dp/B0BVN1YZKV?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
664,Corsair Vengeance,$184.47 USD,Corsair,CMK48GX5M2B7000C40,840006667124,,DDR5-7000,48 GB,7000,40-52-52-114,2,https://www.amazon.ca/dp/B0BY6XF4BQ?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
665,Corsair Vengeance,$203.1 USD,Corsair,CMK64GX5M2B6400C32,840006661788,,DDR5-6400,64 GB,6400,32-40-40-84,2,https://www.amazon.ca/dp/B0BTNW9XFZ?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
666,Corsair Vengeance,$213.25 USD,Corsair,CMK64GX5M2B6000Z40,840006601197,,DDR5-6000,64 GB,6000,40-40-40-77,2,https://www.amazon.ca/dp/B0BLYM2WW7?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
667,Corsair Vengeance,$227.75 USD,Corsair,CMK64GX5M2B6200C32,840006619062,,DDR5-6200,64 GB,6200,32-38-38-80,2,https://www.amazon.ca/dp/B0BTNWJQMS?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
668,Corsair Vengeance,$264.02 USD,Corsair,CMK64GX5M2B6600C32,840006664932,,DDR5-6600,64 GB,6600,32-39-39-76,2,https://www.amazon.ca/dp/B0BTNX6RYK?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
669,Corsair Vengeance,$293.77 USD,Corsair,CMK96GX5M2B5200C38,840006665038,,DDR5-5200,96 GB,5200,38-38-38-84,2,https://www.amazon.ca/dp/B0BVN11ZRB?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
670,Corsair Vengeance,$303.92 USD,Corsair,CMK96GX5M2B5600C40,840006665045,,DDR5-5600,96 GB,5600,40-40-40-77,2,https://www.amazon.ca/dp/B0BVN1FLKN?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
671,Corsair Vengeance,$652.1 USD,Corsair,CMK192GX5M4B5200C38,840006666752,,DDR5-5200,192 GB,5200,38-38-38-84,4,https://www.amazon.ca/dp/B0BY6ZF5KF?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
672,Corsair Vengeance blue DDR3-1600 CL9,$106.12 USD,Corsair,CMZ16GX3M4A1600C9B,843591012348,,DDR3-1600,16 GB,1600,,4,https://www.amazon.ca/Corsair-Vengeance-Channel-Memory-CMZ16GX3M4A1600C9B/dp/B004RFBIUU?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B004RFBIUU
674,Corsair Vengeance DDR3-1600 CL10,$41.34 USD,Corsair,CMZ8GX3M1A1600C10,843591016179,,DDR3-1600,8 GB,1600,,1,https://www.amazon.ca/dp/B005T63BJM?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
